infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
2,0,33938,1,1,0
2,0,33938,1,1,0
2,0,33938,1,1,0
2,0,33938,1,1,0
3,0,33937,1,2,0
4,0,33936,1,2,1
5,0,33935,2,2,1
7,0,33933,3,3,1
8,0,33932,4,3,1
12,0,33928,4,6,2
15,0,33925,4,9,2
17,0,33923,5,9,3
19,0,33921,6,10,3
23,0,33917,7,13,3
27,0,33913,9,14,4
30,0,33910,10,16,4
33,0,33907,10,17,6
41,0,33899,11,21,9
48,0,33892,12,23,13
53,0,33887,12,27,14
59,0,33881,13,28,18
67,0,33873,16,31,20
80,0,33860,18,34,28
94,0,33846,23,40,31
112,0,33828,25,51,36
133,0,33807,34,58,41
162,0,33778,45,70,47
199,0,33741,57,87,55
236,0,33704,68,103,65
292,0,33648,87,125,80
354,0,33586,109,147,98
435,0,33505,131,178,126
533,0,33407,160,220,153
664,0,33276,197,281,186
816,0,33124,242,340,234
994,0,32946,297,413,284
1217,0,32723,362,510,345
1480,0,32460,439,620,421
1811,0,32129,540,751,520
2185,0,31755,663,897,625
2654,0,31286,814,1079,761
3215,0,30725,991,1296,928
3909,0,30031,1213,1568,1128
4733,0,29207,1461,1888,1384
5719,0,28221,1723,2325,1671
6857,0,27083,2063,2773,2021
8123,0,25817,2468,3253,2402
9523,0,24417,2904,3783,2836
11064,0,22876,3369,4411,3284
12789,0,21151,3868,5128,3793
14564,0,19376,4412,5841,4311
16340,131,17469,4926,6567,4847
18150,230,15560,5434,7330,5386
19944,338,13658,5971,8033,5940
21565,440,11935,6474,8674,6417
23056,552,10332,6921,9270,6865
24323,677,8940,7276,9805,7242
25087,756,8097,7526,10106,7455
25762,866,7312,7742,10361,7659
26265,951,6724,7876,10556,7833
26716,1051,6173,8010,10741,7965
27091,1126,5723,8123,10892,8076
27389,1200,5351,8204,11011,8174
27630,1277,5033,8281,11086,8263
27798,1341,4801,8329,11159,8310
28068,1411,4461,8409,11273,8386
28261,1486,4193,8463,11350,8448
28372,1577,3991,8492,11393,8487
28445,1661,3834,8490,11428,8527
28547,1720,3673,8508,11469,8570
28613,1780,3547,8529,11494,8590
28656,1833,3451,8540,11511,8605
28693,1882,3365,8552,11528,8613
28710,1936,3294,8553,11536,8621
28688,1998,3254,8553,11520,8615
28688,2049,3203,8551,11515,8622
28671,2110,3159,8544,11508,8619
28654,2153,3133,8535,11503,8616
28630,2202,3108,8526,11494,8610
28606,2246,3088,8517,11482,8607
28556,2308,3076,8504,11459,8593
28518,2355,3067,8485,11447,8586
28488,2397,3055,8474,11433,8581
28444,2447,3049,8461,11418,8565
28413,2492,3035,8448,11412,8553
28384,2526,3030,8444,11395,8545
28364,2550,3026,8435,11388,8541
28350,2570,3020,8428,11384,8538
28325,2598,3017,8414,11380,8531
28304,2619,3017,8409,11369,8526
28285,2641,3014,8402,11365,8518
28263,2665,3012,8392,11358,8513
28239,2691,3010,8389,11346,8504
28424,2729,2787,8446,11416,8562
28602,2774,2564,8492,11486,8624
28747,2815,2378,8529,11550,8668
28873,2857,2210,8573,11594,8706
29027,2898,2015,8614,11660,8753
29147,2947,1846,8653,11720,8774
29260,2984,1696,8675,11761,8824
29364,3022,1554,8713,11798,8853
29466,3083,1391,8742,11833,8891
29548,3136,1256,8764,11872,8912
29623,3177,1140,8802,11882,8939
29679,3231,1030,8816,11917,8946
