infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
2,0,33938,2,0,0
3,0,33937,2,1,0
4,0,33936,2,2,0
4,0,33936,2,2,0
5,0,33935,2,2,1
7,0,33933,2,2,3
9,0,33931,4,2,3
11,0,33929,4,2,5
12,0,33928,5,2,5
15,0,33925,5,3,7
17,0,33923,6,4,7
22,0,33918,7,7,8
28,0,33912,8,9,11
34,0,33906,10,11,13
42,0,33898,11,13,18
52,0,33888,15,16,21
63,0,33877,21,19,23
77,0,33863,25,25,27
94,0,33846,32,31,31
114,0,33826,43,38,33
140,0,33800,56,45,39
180,0,33760,68,61,51
232,0,33708,80,83,69
292,0,33648,100,105,87
370,0,33570,121,139,110
469,0,33471,152,181,136
587,0,33353,186,234,167
723,0,33217,226,292,205
887,0,33053,275,357,255
1096,0,32844,330,448,318
1338,0,32602,408,541,389
1645,0,32295,486,678,481
2002,0,31938,593,818,591
2413,0,31527,704,991,718
2901,0,31039,849,1190,862
3498,0,30442,1043,1421,1034
4224,0,29716,1246,1712,1266
5035,0,28905,1475,2055,1505
5943,0,27997,1753,2418,1772
6942,0,26998,2053,2793,2096
8016,97,25827,2395,3196,2425
9198,282,24460,2757,3669,2772
10376,626,22938,3112,4154,3110
11476,1160,21304,3452,4599,3425
12438,1989,19513,3784,4961,3693
13282,3170,17488,4007,5318,3957
13665,4809,15466,4176,5428,4061
13561,6946,13433,4145,5382,4034
12959,9441,11540,3992,5131,3836
12526,11736,9678,3822,4982,3722
10796,15067,8077,3315,4289,3192
8716,18419,6805,2638,3493,2585
6670,21384,5886,2032,2690,1948
6050,23300,4590,1850,2432,1768
3638,26726,3576,1121,1424,1093
2058,28912,2970,637,795,626
858,30581,2501,273,345,240
710,31491,1739,226,285,199
701,31509,1730,223,281,197
701,31509,1730,223,281,197
701,31509,1730,223,281,197
701,31829,1410,223,281,197
701,31829,1410,223,281,197
701,31829,1410,223,281,197
701,31829,1410,223,281,197
701,32523,716,223,281,197
701,32523,716,223,281,197
701,32523,716,223,281,197
701,32523,716,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
701,32756,483,223,281,197
106,33756,78,32,52,22
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
