infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
2,0,33939,1,1,0
3,0,33938,1,2,0
3,0,33938,1,2,0
4,0,33937,1,3,0
5,0,33936,1,4,0
5,0,33936,1,4,0
5,0,33936,1,4,0
5,0,33936,1,4,0
5,0,33936,1,4,0
5,0,33936,1,4,0
5,0,33936,1,4,0
5,0,33936,1,4,0
6,0,33935,1,5,0
7,0,33934,1,6,0
8,0,33933,1,7,0
8,0,33933,1,7,0
8,0,33933,1,7,0
9,0,33932,2,7,0
11,0,33930,3,8,0
13,0,33928,3,10,0
15,0,33926,3,12,0
15,0,33926,3,12,0
17,0,33924,5,12,0
22,0,33919,5,17,0
25,0,33916,6,19,0
29,0,33912,8,21,0
33,0,33908,9,24,0
41,0,33900,12,29,0
52,0,33889,19,33,0
68,0,33873,28,40,0
92,0,33849,39,53,0
122,0,33819,43,57,0
144,0,33797,65,57,22
162,0,33779,71,69,22
186,0,33755,80,84,22
213,0,33728,91,100,22
249,0,33692,110,117,22
295,0,33646,129,144,22
356,0,33585,158,176,22
438,0,33503,188,228,22
543,0,33398,233,288,22
678,0,33263,284,372,22
845,0,33096,353,466,22
1025,0,32916,414,566,26
1223,0,32718,489,685,45
1423,0,32518,575,777,49
1671,0,32270,656,878,71
1935,0,32006,803,970,137
2218,0,31723,919,1100,161
2534,0,31407,1066,1245,199
2889,0,31052,1236,1420,223
3299,0,30642,1392,1665,232
3781,0,30160,1583,1954,242
4335,0,29606,1799,2283,244
4995,0,28946,2047,2632,253
5717,0,28224,2374,3011,312
6465,0,27476,2678,3438,328
7337,0,26604,3047,3933,346
8305,0,25636,3430,4500,354
8961,0,24980,3683,4902,366
9638,0,24303,3932,5303,367
10327,0,23614,4217,5697,391
11059,0,22882,4520,6118,403
11739,0,22202,4783,6475,411
12395,0,21546,5066,6828,470
13025,0,20916,5342,7178,490
13710,0,20231,5614,7569,495
14581,0,19360,5941,8069,515
15418,0,18523,6274,8545,558
16191,0,17750,6585,8990,585
16920,0,17021,6910,9374,603
17360,0,16581,7088,9623,621
17782,0,16159,7257,9865,633
18186,0,15755,7423,10091,645
18577,0,15364,7606,10293,657
18906,0,15035,7721,10502,663
19204,0,14737,7833,10688,668
19478,0,14463,7930,10861,668
19766,0,14175,8054,11018,672
19953,0,13988,8129,11127,678
20128,0,13813,8194,11236,681
20245,50,13646,8236,11309,681
20346,99,13496,8278,11363,682
20375,128,13438,8291,11379,686
20391,164,13386,8300,11386,689
20428,193,13320,8319,11405,688
20420,238,13283,8317,11401,686
20430,269,13242,8325,11403,686
20435,296,13210,8323,11411,685
20426,329,13186,8315,11410,685
20414,360,13167,8304,11409,684
20412,387,13142,8299,11412,684
20405,417,13119,8294,11410,684
20400,443,13098,8285,11414,683
20397,461,13083,8281,11415,684
20451,494,12996,8307,11444,692
20509,518,12914,8327,11482,692
20562,560,12819,8351,11509,692
20627,598,12716,8376,11551,692
20728,633,12580,8419,11606,693
20826,676,12439,8456,11664,695
20939,724,12278,8503,11722,699
21038,765,12138,8551,11773,707
21187,802,11952,8600,11872,708
21346,849,11746,8674,11955,709
21527,895,11519,8740,12070,710
21710,944,11287,8802,12187,710
22041,1012,10888,8929,12391,715
22372,1080,10489,9053,12592,718
22721,1159,10061,9181,12798,723
23070,1243,9628,9315,12996,736
23453,1306,9182,9471,13216,756
23841,1370,8730,9624,13436,764
24201,1434,8306,9779,13620,778
24559,1503,7879,9934,13811,798
24946,1583,7412,10094,14034,812
25318,1659,6964,10230,14265,817
25687,1743,6511,10361,14484,818
26047,1819,6075,10523,14680,838
26469,1910,5562,10672,14954,838
26868,2006,5067,10825,15176,841
27231,2101,4609,10983,15379,862
27531,2206,4204,11101,15560,864
27839,2319,3783,11191,15766,860
28090,2438,3413,11280,15930,877
28332,2526,3083,11380,16073,878
28508,2620,2813,11422,16207,875
28674,2718,2549,11474,16322,875
28833,2813,2295,11498,16450,876
28949,2899,2093,11523,16540,881
29036,3004,1901,11520,16633,878
29092,3119,1730,11500,16710,879
29148,3197,1596,11477,16788,881
29184,3304,1453,11438,16867,877
29168,3410,1363,11336,16952,877
29169,3501,1271,11284,17004,876
29132,3611,1198,11184,17072,874
29106,3698,1137,11131,17103,870
29071,3805,1065,11044,17157,868
29037,3901,1003,10934,17234,868
29016,3985,940,10838,17310,867
28966,4093,882,10695,17402,866
28920,4204,817,10541,17512,866
28870,4314,757,10308,17699,862
28824,4407,710,10108,17856,859
28747,4516,678,9907,17982,857
28709,4601,631,9772,18079,856
28656,4699,586,9436,18363,855
28611,4796,534,9237,18520,852
28557,4896,488,8929,18775,850
28481,5008,452,8623,19009,847
28416,5105,420,8305,19265,844
28346,5203,392,8020,19481,843
28280,5294,367,7762,19675,841
28209,5391,341,7512,19858,837
28146,5470,325,7285,20022,837
28090,5534,317,7079,20172,837
28035,5611,295,6991,20205,837
27973,5685,283,6806,20330,835
27907,5761,273,6660,20412,833
27862,5824,255,6566,20462,831
27808,5884,249,6407,20569,830
27742,5959,240,6330,20582,828
27693,6024,224,5918,20944,828
27641,6099,201,5748,21064,825
27569,6184,188,5488,21256,822
27498,6266,177,5325,21349,821
27462,6309,170,5205,21434,820
27413,6365,163,5101,21493,816
27367,6418,156,5007,21544,813
27325,6463,153,4902,21613,807
27289,6506,146,4874,21604,807
27261,6540,140,4817,21633,808
27222,6586,133,4757,21655,807
27163,6648,130,4677,21676,807
27121,6693,127,4647,21665,806
27082,6737,122,4621,21653,805
27039,6781,121,4556,21676,804
27005,6818,118,4543,21657,802
26980,6847,114,4528,21647,802
26952,6878,111,4507,21641,801
26923,6910,108,4484,21638,798
26901,6935,105,4465,21637,796
26873,6965,103,4448,21627,795
26853,6985,103,4443,21612,795
26827,7014,100,4439,21591,794
26801,7041,99,4425,21578,794
26782,7060,99,4417,21567,794
26768,7075,98,4415,21555,794
26757,7087,97,4411,21548,794
26730,7116,95,4409,21524,793
26700,7148,93,2943,22961,792
26672,7178,91,2932,22946,790
26641,7211,89,2915,22933,789
26615,7237,89,2898,22924,789
26572,7283,86,2768,23012,788
26540,7317,84,2736,23013,787
26515,7344,82,2721,23004,786
26481,7379,81,2692,23001,784
26436,7426,79,2485,23163,784
26410,7454,77,2470,23155,781
26369,7497,75,2456,23128,781
26321,7545,75,2436,23104,777
26271,7597,73,2108,23383,776
26226,7645,70,2098,23349,775
26166,7708,67,2072,23317,773
26104,7772,65,2029,23298,773
26047,7830,64,1966,23307,770
25989,7892,60,1952,23266,767
25944,7939,58,1898,23275,767
25889,7995,57,1862,23260,763
25829,8057,55,1720,23343,762
25786,8103,52,1697,23324,761
25729,8162,50,1657,23309,759
25658,8235,48,1626,23270,758
25602,8294,45,1411,23430,757
25528,8370,43,1354,23415,755
25441,8457,43,1318,23365,754
25370,8528,43,1313,23302,751
25306,8592,43,1241,23314,747
25220,8678,43,1238,23234,744
25145,8753,43,1233,23166,742
25060,8838,43,1230,23085,741
24992,8906,43,1212,23036,740
24917,8982,42,1211,22963,739
24840,9061,40,1193,22907,736
24751,9150,40,1160,22851,736
24676,9225,40,1159,22778,735
24599,9302,40,1155,22709,731
24535,9367,39,1153,22648,730
24463,9439,39,1136,22595,728
24386,9516,39,1133,22521,728
24292,9611,38,1129,22435,724
24216,9687,38,1115,22377,720
24141,9762,38,1112,22310,715
24057,9846,38,1071,22268,714
23981,9924,36,1070,22196,711
23899,10006,36,1028,22156,711
23826,10079,36,1027,22086,709
23739,10166,36,975,22051,709
23645,10260,36,970,21963,708
23557,10348,36,960,21890,703
23482,10423,36,959,21818,701
23386,10521,34,916,21769,697
23299,10608,34,882,21718,695
23221,10688,32,879,21643,695
23128,10781,32,838,21593,693
23051,10860,30,803,21555,689
22978,10935,28,774,21513,687
22914,10999,28,738,21487,685
22850,11064,27,738,21425,683
22799,11115,27,716,21398,681
22745,11170,26,717,21344,680
22686,11229,26,701,21301,680
22628,11287,26,701,21244,679
22571,11344,26,694,21196,677
22515,11400,26,694,21141,676
22457,11459,25,693,21086,674
22396,11520,25,667,21054,671
22346,11575,20,586,21088,668
22301,11622,18,539,21092,666
22252,11671,18,517,21065,666
22197,11728,16,516,21014,663
