infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
1,0,33940,1,0,0
2,0,33939,2,0,0
3,0,33938,2,1,0
5,0,33936,3,2,0
6,0,33935,3,3,0
8,0,33933,4,4,0
10,0,33931,5,5,0
14,0,33927,7,7,0
19,0,33922,11,8,0
23,0,33918,13,10,0
28,0,33913,15,13,0
37,0,33904,17,20,0
45,0,33896,21,24,0
58,0,33883,26,32,0
69,0,33872,35,34,0
93,0,33848,45,48,0
122,0,33819,46,54,0
144,0,33797,68,54,22
154,0,33787,74,58,22
176,0,33765,80,74,22
199,0,33742,90,87,22
227,0,33714,100,105,22
262,0,33679,114,126,22
310,0,33631,132,156,22
376,0,33565,162,192,22
460,0,33481,190,248,22
559,0,33382,230,307,22
696,0,33245,279,395,22
862,0,33079,339,501,22
1077,0,32864,407,622,22
1333,0,32608,522,759,47
1602,0,32339,607,913,52
1901,0,32040,729,1035,82
2203,0,31738,873,1158,137
2480,0,31461,1000,1308,172
2800,0,31141,1117,1464,172
3153,0,30788,1280,1643,218
3557,0,30384,1435,1844,230
4027,0,29914,1637,2083,278
4526,0,29415,1847,2348,307
5100,0,28841,2098,2671,331
5777,0,28164,2358,3088,331
6575,0,27366,2664,3567,331
7487,0,26454,3021,4090,343
8559,0,25382,3461,4690,374
9728,0,24213,3952,5295,405
10908,0,23033,4460,5920,478
12213,0,21728,4970,6640,525
13532,0,20409,5554,7351,600
14910,0,19031,6095,8129,623
16294,0,17647,6695,8883,682
17750,0,16191,7247,9709,710
19184,0,14757,7869,10436,786
20572,0,13369,8429,11226,875
21840,0,12101,8919,11890,914
22992,0,10949,9449,12481,1017
23969,0,9972,9867,12997,1050
24865,0,9076,10261,13469,1090
25728,0,8213,10619,13958,1123
26171,0,7770,10810,14205,1137
26577,0,7364,10986,14430,1143
26950,0,6991,11132,14651,1148
27250,0,6691,11264,14809,1154
27535,0,6406,11372,14975,1163
27795,0,6146,11487,15119,1175
27987,0,5954,11565,15233,1176
28195,0,5746,11647,15352,1176
28556,0,5385,11819,15540,1183
28936,0,5005,11970,15755,1184
29277,0,4664,12115,15946,1197
29552,0,4389,12237,16096,1203
29687,59,4195,12294,16172,1205
29798,120,4023,12347,16231,1206
29903,194,3844,12389,16295,1206
30002,245,3694,12432,16351,1206
30063,310,3568,12447,16398,1205
30132,366,3443,12464,16448,1203
30150,433,3358,12472,16460,1203
30183,485,3273,12487,16478,1203
30183,535,3223,12487,16480,1202
30203,575,3163,12490,16498,1201
30204,628,3109,12486,16504,1199
30198,677,3066,12477,16510,1197
30187,707,3047,12475,16502,1196
30186,738,3017,12477,16500,1193
30168,777,2996,12475,16484,1195
30156,807,2978,12469,16478,1195
30159,822,2960,12466,16483,1195
30152,851,2938,12459,16485,1193
30143,872,2926,12457,16478,1193
30122,901,2918,12449,16465,1193
30109,926,2906,12440,16462,1192
30101,944,2896,12433,16462,1191
30096,960,2885,12430,16460,1191
30080,987,2874,12421,16453,1191
30130,1028,2783,12421,16503,1201
30181,1074,2686,12447,16529,1203
30241,1100,2600,12470,16565,1203
30257,1154,2530,12471,16583,1200
30299,1193,2449,12485,16612,1200
30334,1240,2367,12493,16639,1200
30386,1287,2268,12524,16659,1200
30423,1329,2189,12532,16690,1199
30470,1376,2095,12534,16736,1198
30500,1427,2014,12551,16750,1197
30538,1486,1917,12551,16783,1197
30588,1538,1815,12567,16817,1201
30630,1606,1705,12527,16900,1199
30698,1661,1582,12529,16969,1197
30724,1731,1486,12510,17012,1197
30753,1796,1392,12483,17069,1198
30756,1866,1319,12433,17125,1196
30761,1950,1230,12367,17196,1196
30762,2023,1156,12309,17257,1194
30749,2091,1101,12246,17306,1194
30749,2183,1009,12121,17430,1196
30742,2250,949,11975,17571,1195
30728,2327,886,11847,17687,1192
30697,2415,829,11713,17793,1189
30697,2492,752,11359,18148,1188
30670,2588,683,11161,18320,1187
30639,2685,617,10909,18546,1183
30602,2765,574,10603,18819,1179
30572,2844,525,10211,19185,1175
30505,2945,491,9908,19426,1170
30459,3029,453,9629,19660,1169
30421,3112,408,9316,19939,1165
30345,3219,377,8834,20349,1161
30254,3325,362,8577,20518,1158
30170,3423,348,8411,20601,1157
30101,3520,320,8275,20674,1151
30024,3611,306,7960,20914,1149
29958,3695,288,7766,21044,1147
29884,3786,271,7570,21169,1144
