infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
2,0,33938,1,0,1
3,0,33937,1,1,1
3,0,33937,1,1,1
3,0,33937,1,1,1
3,0,33937,1,1,1
4,0,33936,1,2,1
5,0,33935,2,2,1
6,0,33934,2,3,1
8,0,33932,3,4,1
9,0,33931,3,5,1
11,0,33929,5,5,1
14,0,33926,8,5,1
20,0,33920,11,8,1
27,0,33913,13,13,1
36,0,33904,16,19,1
45,0,33895,20,24,1
58,0,33882,25,32,1
75,0,33865,32,42,1
95,0,33845,41,53,1
125,0,33815,45,56,24
147,0,33793,67,56,24
165,0,33775,72,69,24
182,0,33758,79,79,24
210,0,33730,87,99,24
241,0,33699,97,120,24
281,0,33659,115,142,24
337,0,33603,143,170,24
423,0,33517,182,217,24
542,0,33398,236,282,24
693,0,33247,292,377,24
887,0,33053,388,475,24
1160,0,32780,494,614,52
1456,0,32484,605,736,115
1744,0,32196,764,865,115
2045,0,31895,854,1019,172
2361,0,31579,1005,1151,205
2693,0,31247,1156,1322,215
3050,0,30890,1321,1513,216
3500,0,30440,1483,1777,240
4042,0,29898,1707,2095,240
4682,0,29258,1952,2451,279
5454,0,28486,2268,2896,290
6342,0,27598,2599,3441,302
7336,0,26604,3012,4007,317
8500,0,25440,3488,4695,317
9769,112,24059,3982,5424,363
11176,337,22427,4527,6189,460
12493,682,20765,5067,6922,504
13731,1222,18987,5567,7600,564
14696,2092,17152,5931,8169,596
15423,3291,15226,6193,8548,682
15576,4988,13376,6323,8579,674
15202,7138,11600,6193,8369,640
14336,9698,9906,5906,7851,579
14020,11725,8195,5771,7695,554
12297,14928,6715,5063,6773,461
10126,18213,5601,4192,5569,365
8031,21181,4728,3333,4420,278
6977,23074,3889,2915,3819,243
4982,25775,3183,2080,2737,165
3583,27618,2739,1525,1941,117
3018,28390,2532,1301,1617,100
3016,28713,2211,1299,1617,100
3016,28713,2211,1299,1617,100
3016,28713,2211,1299,1617,100
3016,28713,2211,1299,1617,100
3016,29407,1517,1299,1617,100
3016,29407,1517,1299,1617,100
3016,29407,1517,1299,1617,100
3016,29407,1517,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
3016,29640,1284,1299,1617,100
2298,30808,834,988,1235,75
1102,32397,441,454,614,34
204,33633,103,80,119,5
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
