infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
1,0,33940,1,0,0
1,0,33940,1,0,0
1,0,33940,1,0,0
2,0,33939,1,1,0
2,0,33939,1,1,0
2,0,33939,1,1,0
3,0,33938,1,2,0
3,0,33938,1,2,0
3,0,33938,1,2,0
3,0,33938,1,2,0
3,0,33938,1,2,0
3,0,33938,1,2,0
4,0,33937,2,2,0
5,0,33936,2,3,0
6,0,33935,2,4,0
6,0,33935,2,4,0
7,0,33934,2,5,0
7,0,33934,2,5,0
7,0,33934,2,5,0
8,0,33933,3,5,0
10,0,33931,3,7,0
13,0,33928,5,8,0
15,0,33926,7,8,0
20,0,33921,10,10,0
28,0,33913,15,13,0
41,0,33900,19,22,0
57,0,33884,24,33,0
74,0,33867,31,43,0
97,0,33844,38,59,0
126,0,33815,39,61,0
152,0,33789,65,61,26
172,0,33769,75,71,26
200,0,33741,87,87,26
228,0,33713,97,105,26
269,0,33672,114,129,26
320,0,33621,138,156,26
392,0,33549,164,202,26
477,0,33464,194,257,26
585,0,33356,240,319,26
736,0,33205,294,416,26
913,0,33028,365,522,26
1141,0,32800,449,656,26
1407,0,32534,554,794,36
1725,0,32216,659,925,59
2045,0,31896,828,1058,137
2351,0,31590,944,1212,158
2686,0,31255,1084,1346,195
3059,0,30882,1246,1538,253
3465,0,30476,1423,1767,274
3946,0,29995,1623,2035,275
4493,0,29448,1821,2335,286
5152,0,28789,2086,2659,335
5852,0,28089,2402,3041,405
6590,0,27351,2703,3477,409
7430,0,26511,3029,3991,410
8281,0,25660,3359,4506,410
9159,0,24782,3717,5014,415
10124,0,23817,4129,5564,427
11123,0,22818,4512,6117,431
11759,0,22182,4799,6452,473
12417,0,21524,5037,6850,489
13068,0,20873,5286,7235,511
13715,0,20226,5572,7593,528
14306,0,19635,5832,7908,531
14965,0,18976,6104,8277,547
15646,0,18295,6371,8675,565
16364,0,17577,6656,9072,581
17222,0,16719,7000,9559,613
18091,0,15850,7357,10045,638
18858,0,15083,7671,10471,664
19580,0,14361,7945,10885,687
20023,0,13918,8132,11131,717
20394,0,13547,8290,11342,729
20747,0,13194,8417,11557,731
21100,0,12841,8555,11772,742
21377,0,12564,8675,11927,742
21614,0,12327,8779,12059,744
21872,0,12069,8892,12203,745
22088,0,11853,8974,12332,746
22217,0,11724,9017,12416,750
22344,0,11597,9064,12496,752
22458,0,11483,9104,12568,752
22573,0,11368,9152,12632,754
22618,0,11323,9178,12651,757
22649,0,11292,9194,12666,757
22679,0,11262,9207,12683,757
22726,0,11215,9230,12707,757
22751,0,11190,9241,12721,757
22774,0,11167,9250,12734,757
22798,0,11143,9264,12744,758
22814,0,11127,9270,12754,758
22833,0,11108,9278,12765,758
22849,0,11092,9284,12775,758
22867,0,11074,9290,12787,758
22882,0,11059,9297,12795,758
22976,0,10965,9345,12841,777
23064,0,10877,9379,12894,777
23148,0,10793,9405,12949,778
23238,0,10703,9441,13002,781
23371,0,10570,9498,13077,782
23488,0,10453,9549,13141,783
23615,0,10326,9602,13214,785
23740,0,10201,9659,13282,786
23946,0,9995,9747,13399,790
24152,0,9789,9830,13522,791
24369,0,9572,9911,13649,791
24615,0,9326,10018,13786,800
25013,52,8876,10184,14011,806
25337,179,8425,10320,14191,816
25552,411,7978,10411,14319,818
25740,799,7402,10474,14429,816
25666,1467,6808,10459,14369,820
25336,2477,6128,10354,14158,816
24619,3946,5376,10070,13749,788
23356,6022,4563,9556,13059,740
21802,8384,3755,8915,12201,681
19380,11661,2900,7940,10838,597
16754,15077,2110,6819,9424,510
14086,18417,1438,5737,7932,417
12005,20781,1155,4769,6907,329
9265,23925,751,3729,5296,240
7997,25414,530,3250,4554,193
7967,25448,526,3241,4534,192
6564,26953,424,2633,3787,144
6463,27059,419,2610,3712,141
6463,27059,419,2610,3712,141
6463,27059,419,2610,3712,141
5975,27580,386,2434,3420,121
5975,27580,386,2434,3420,121
5975,27580,386,2434,3420,121
5975,27580,386,2434,3420,121
5973,27582,386,2434,3418,121
5973,27582,386,2434,3418,121
5973,27582,386,2434,3418,121
5973,27582,386,2434,3418,121
5970,27585,386,2433,3416,121
5970,27585,386,2433,3416,121
5970,27585,386,2433,3416,121
5970,27585,386,2433,3416,121
4887,28741,313,2002,2794,91
4882,28746,313,2001,2790,91
4882,28746,313,2001,2790,91
4882,28746,313,2001,2790,91
3857,29847,237,1569,2222,66
3854,29850,237,1568,2220,66
3854,29850,237,1568,2220,66
3854,29850,237,1568,2220,66
2735,31048,158,1115,1574,46
2729,31054,158,1113,1570,46
2729,31054,158,1113,1570,46
2729,31054,158,1113,1570,46
2192,31626,123,874,1280,38
2192,31626,123,874,1280,38
2192,31626,123,874,1280,38
2192,31626,123,874,1280,38
2007,31832,102,805,1166,36
2007,31832,102,805,1166,36
2007,31832,102,805,1166,36
2007,31832,102,805,1166,36
1854,31998,89,751,1070,33
1854,31998,89,751,1070,33
1854,31998,89,751,1070,33
1854,31998,89,751,1070,33
366,33570,5,40,316,10
6,33933,2,3,3,0
6,33933,2,3,3,0
6,33933,2,3,3,0
0,33941,0,0,0,0
