infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
2,0,33939,1,1,0
2,0,33939,1,1,0
3,0,33938,1,2,0
3,0,33938,1,2,0
3,0,33938,1,2,0
4,0,33937,1,3,0
4,0,33937,1,3,0
4,0,33937,1,3,0
4,0,33937,1,3,0
4,0,33937,1,3,0
5,0,33936,1,4,0
5,0,33936,1,4,0
6,0,33935,2,4,0
7,0,33934,3,4,0
8,0,33933,3,5,0
9,0,33932,3,6,0
10,0,33931,4,6,0
11,0,33930,4,7,0
13,0,33928,5,8,0
16,0,33925,6,10,0
21,0,33920,8,13,0
26,0,33915,11,15,0
34,0,33907,12,22,0
42,0,33899,14,28,0
51,0,33890,18,33,0
61,0,33880,23,38,0
74,0,33867,26,48,0
95,0,33846,33,62,0
122,0,33819,35,65,0
144,0,33797,57,65,22
162,0,33779,67,73,22
182,0,33759,74,86,22
206,0,33735,85,99,22
240,0,33701,101,117,22
291,0,33650,121,148,22
358,0,33583,151,185,22
445,0,33496,188,235,22
563,0,33378,238,303,22
712,0,33229,290,400,22
885,0,33056,362,501,22
1115,0,32826,451,641,22
1357,0,32584,526,776,23
1583,0,32358,623,858,54
1760,0,32181,723,930,102
1949,0,31992,791,1017,107
2155,0,31786,890,1124,141
2387,0,31554,976,1252,141
2665,0,31276,1091,1403,159
2977,0,30964,1223,1583,171
3366,0,30575,1383,1786,171
3836,0,30105,1576,2045,197
4381,0,29560,1803,2341,215
5037,0,28904,2057,2700,234
5788,0,28153,2378,3130,278
6605,0,27336,2697,3610,279
7458,0,26483,3046,4090,293
8387,0,25554,3429,4604,319
9400,0,24541,3818,5152,346
10445,0,23496,4235,5691,419
11096,0,22845,4533,6014,493
11734,0,22207,4795,6378,525
12338,85,21518,5043,6733,537
12988,167,20786,5283,7115,538
13607,252,20082,5530,7448,565
14217,337,19387,5781,7788,602
14783,410,18748,6013,8105,621
15326,491,18124,6231,8408,640
15977,563,17401,6481,8760,659
16618,649,16674,6767,9104,706
17252,718,15971,7021,9468,719
17826,789,15326,7252,9777,735
18180,863,14898,7425,9951,760
18474,931,14536,7551,10105,769
18772,978,14191,7667,10289,783
19000,1041,13900,7759,10426,780
19228,1110,13603,7854,10557,783
19437,1166,13338,7924,10693,785
19630,1220,13091,8009,10801,787
19787,1288,12866,8071,10894,786
19883,1338,12720,8109,10952,790
19980,1388,12573,8144,11013,788
20087,1429,12425,8186,11076,790
20182,1470,12289,8232,11124,792
20207,1503,12231,8249,11135,791
20233,1533,12175,8254,11157,790
20253,1561,12127,8260,11170,790
20274,1595,12072,8265,11187,789
20280,1628,12033,8272,11187,789
20282,1653,12006,8271,11190,789
20286,1674,11981,8278,11187,789
20303,1699,11939,8287,11197,787
20298,1726,11917,8283,11196,787
20311,1740,11890,8284,11208,787
20305,1763,11873,8282,11204,787
20306,1781,11854,8279,11208,787
20363,1829,11749,8316,11228,809
20419,1866,11656,8342,11259,809
20470,1908,11563,8369,11284,808
20531,1949,11461,8388,11326,808
20611,1988,11342,8414,11380,809
20695,2028,11218,8453,11425,809
20786,2066,11089,8480,11489,809
20867,2119,10955,8511,11540,808
21014,2165,10762,8574,11626,807
21158,2218,10565,8636,11705,807
21317,2273,10351,8699,11801,808
21496,2316,10129,8767,11913,809
21822,2372,9747,8898,12095,815
22163,2436,9342,9048,12271,828
22520,2513,8908,9203,12474,841
22910,2576,8455,9333,12733,842
23253,2663,8025,9485,12924,843
23634,2726,7581,9655,13125,842
24004,2796,7141,9783,13361,850
24323,2877,6741,9917,13546,856
24734,2960,6247,10084,13778,856
25065,3060,5816,10228,13966,870
25400,3132,5409,10350,14166,870
25685,3208,5048,10471,14319,882
26056,3291,4594,10635,14523,893
26312,3406,4223,10734,14686,892
26584,3499,3858,10832,14852,891
26861,3597,3483,10945,15018,898
27123,3685,3133,11067,15163,893
27354,3771,2816,11147,15306,891
27563,3863,2515,11193,15467,898
27716,3963,2262,11245,15571,900
27844,4068,2029,11270,15669,895
27958,4174,1809,11296,15760,898
28036,4252,1653,11275,15859,899
28076,4350,1515,11258,15922,895
28111,4446,1384,11221,15990,892
28113,4549,1279,11148,16068,894
28104,4643,1194,11067,16143,892
28090,4727,1124,10976,16222,890
28074,4811,1056,10909,16276,887
28025,4923,993,10814,16324,885
27997,5004,940,10711,16398,885
27951,5084,906,10603,16466,880
27906,5188,847,10484,16544,876
27876,5282,783,10331,16671,871
27823,5380,738,10161,16791,868
27771,5473,697,9994,16907,867
27711,5581,649,9788,17057,863
27653,5685,603,9531,17262,856
27581,5789,571,9318,17409,850
27507,5884,550,9147,17511,845
27456,5977,508,8926,17685,841
27428,6056,457,8679,17906,838
27369,6149,423,8325,18202,838
27280,6269,392,7958,18483,835
27218,6364,359,7635,18746,833
27137,6459,345,7264,19039,830
27050,6563,328,7095,19123,828
26951,6688,302,6867,19258,822
26889,6761,291,6589,19475,821
26831,6831,279,6403,19605,819
26794,6882,265,6260,19712,818
26737,6950,254,6147,19770,816
26672,7022,247,5984,19870,814
26599,7101,241,5885,19898,812
26542,7162,237,5810,19918,810
26483,7226,232,5762,19908,809
26441,7284,216,5464,20164,808
26403,7345,193,5331,20262,806
26344,7416,181,5065,20470,805
26292,7485,164,4942,20541,805
26260,7529,152,4768,20684,804
26235,7560,146,4648,20780,803
26193,7615,133,4606,20781,802
26158,7662,121,4496,20858,800
26112,7714,115,4364,20944,800
26078,7757,106,4314,20962,798
26042,7801,98,4218,21024,796
26001,7848,92,4097,21104,796
25974,7878,89,4030,21145,795
25946,7908,87,4002,21146,794
25911,7948,82,3988,21125,794
25869,7993,79,3930,21143,792
25852,8012,77,3921,21135,792
25824,8041,76,3907,21123,790
25809,8056,76,3902,21113,790
25792,8075,74,3902,21096,790
25769,8098,74,3887,21090,788
25750,8119,72,3886,21072,788
25727,8145,69,3867,21069,787
25707,8168,66,3845,21073,785
25690,8186,65,3824,21077,785
25664,8212,65,3813,21062,785
25641,8236,64,3813,21040,784
25622,8256,63,3810,21026,782
25598,8284,59,2299,22513,782
25569,8313,59,2272,22513,780
25545,8337,59,2271,22491,779
25517,8367,57,2269,22466,778
25481,8403,57,2089,22610,778
25444,8442,55,2084,22579,777
25407,8479,55,2070,22557,776
25378,8509,54,2068,22531,775
25331,8556,54,1871,22683,773
25296,8592,53,1870,22649,773
25269,8623,49,1856,22636,773
25228,8665,48,1814,22637,773
25166,8730,45,1453,22936,773
25110,8788,43,1426,22908,772
25061,8838,42,1408,22880,769
25018,8881,42,1389,22858,767
24966,8934,41,1349,22847,766
24913,8987,41,1339,22806,764
24862,9038,41,1338,22757,763
24808,9092,41,1336,22707,761
24745,9155,41,1256,22725,760
24687,9213,41,1253,22671,759
24633,9268,40,1250,22621,758
24563,9338,40,1230,22574,755
24493,9410,38,1118,22619,751
24423,9480,38,1084,22583,751
24351,9553,37,1077,22520,749
24269,9636,36,1057,22461,746
24186,9719,36,984,22453,744
24111,9794,36,984,22378,744
24031,9874,36,979,22303,744
23959,9946,36,976,22235,743
23873,10032,36,963,22165,740
23783,10122,36,961,22079,738
23706,10200,35,958,22008,735
23624,10282,35,941,21949,729
23546,10360,35,935,21878,728
23482,10424,35,932,21817,728
23395,10511,35,924,21742,724
23334,10572,35,923,21685,721
23264,10642,35,920,21621,718
23196,10711,34,920,21556,715
23113,10794,34,902,21499,707
23045,10862,34,897,21438,705
22987,10921,33,873,21406,703
22907,11001,33,862,21340,700
22830,11078,33,859,21267,699
22762,11146,33,856,21205,696
22676,11233,32,827,21150,694
22590,11320,31,809,21082,694
22507,11404,30,789,21022,691
22426,11486,29,770,20963,688
22351,11562,28,730,20929,687
22279,11635,27,711,20880,684
22204,11711,26,691,20829,680
22128,11787,26,662,20788,674
22061,11855,25,648,20739,670
21972,11945,24,636,20664,668
21902,12015,24,619,20615,664
21824,12093,24,615,20542,663
21768,12149,24,608,20494,662
21714,12203,24,606,20444,660
21670,12248,23,607,20401,658
21616,12302,23,591,20365,656
21569,12349,23,587,20323,655
21506,12413,22,585,20263,654
21450,12469,22,572,20221,653
21411,12508,22,571,20184,652
21363,12558,20,515,20193,651
21310,12611,20,481,20177,648
21269,12655,17,482,20135,648
