infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
2,0,33938,1,0,1
2,0,33938,1,0,1
2,0,33938,1,0,1
3,0,33937,2,0,1
3,0,33937,2,0,1
4,0,33936,2,1,1
4,0,33936,2,1,1
6,0,33934,2,3,1
7,0,33933,3,3,1
7,0,33933,3,3,1
10,0,33930,3,6,1
13,0,33927,4,8,1
16,0,33924,5,10,1
19,0,33921,6,12,1
23,0,33917,9,13,1
28,0,33912,12,15,1
37,0,33903,15,21,1
48,0,33892,18,29,1
59,0,33881,21,37,1
72,0,33868,25,46,1
90,0,33850,33,56,1
112,0,33828,40,59,1
124,0,33816,52,59,13
133,0,33807,55,65,13
146,0,33794,58,75,13
162,0,33778,61,88,13
178,0,33762,65,100,13
196,0,33744,73,110,13
223,0,33717,85,125,13
262,0,33678,97,152,13
308,0,33632,122,173,13
374,0,33566,148,213,13
461,0,33479,190,258,13
581,0,33359,234,305,13
685,0,33255,296,347,42
812,0,33128,345,405,42
961,0,32979,396,473,62
1132,0,32808,480,560,92
1335,0,32605,556,687,92
1586,0,32354,639,826,92
1835,0,32105,759,955,119
2141,0,31799,880,1113,121
2486,0,31454,1024,1314,148
2908,0,31032,1181,1555,148
3439,0,30501,1383,1884,172
4079,0,29861,1607,2276,172
4860,0,29080,1924,2719,195
5777,0,28163,2214,3202,216
6729,0,27211,2658,3668,356
7787,0,26153,3071,4210,400
8962,0,24978,3575,4801,497
10269,0,23671,4107,5450,576
11627,0,22313,4668,6134,704
12958,0,20982,5266,6817,815
14362,0,19578,5837,7606,865
15763,0,18177,6423,8334,910
17230,0,16710,7070,9131,996
18748,0,15192,7672,9988,1021
19750,0,14190,8117,10533,1062
20694,0,13246,8501,11085,1076
21596,0,12344,8873,11615,1084
22430,0,11510,9225,12091,1084
23254,0,10686,9536,12585,1090
23961,0,9979,9812,13011,1109
24522,101,9317,10061,13324,1107
24999,176,8765,10245,13619,1109
25457,253,8230,10425,13899,1107
25866,322,7752,10601,14133,1107
26215,397,7328,10750,14329,1105
26480,486,6974,10868,14479,1108
26647,542,6751,10950,14567,1106
26773,622,6545,10990,14659,1100
26866,682,6392,11025,14716,1099
26942,737,6261,11053,14768,1097
27005,795,6140,11078,14808,1093
27058,849,6033,11092,14849,1093
27080,906,5954,11109,14857,1090
27094,958,5888,11107,14872,1089
27095,1013,5832,11104,14876,1091
27089,1065,5786,11110,14866,1089
27073,1118,5749,11096,14865,1088
27062,1159,5719,11096,14857,1085
27052,1195,5693,11097,14848,1083
27032,1235,5673,11090,14836,1082
27011,1279,5650,11085,14820,1081
26981,1320,5639,11073,14803,1081
26961,1352,5627,11063,14794,1080
26946,1374,5620,11062,14780,1080
26932,1394,5614,11060,14768,1080
26909,1425,5606,11051,14756,1078
26896,1443,5601,11050,14744,1078
26884,1459,5597,11047,14735,1078
26860,1486,5594,11039,14719,1078
26835,1515,5590,11025,14710,1076
27003,1560,5377,11112,14790,1099
27175,1594,5171,11173,14901,1101
27325,1636,4979,11234,14994,1097
27489,1678,4773,11296,15098,1094
27673,1724,4543,11352,15222,1094
27861,1768,4311,11411,15352,1098
28062,1801,4077,11474,15486,1096
28274,1838,3828,11564,15609,1101
28489,1885,3566,11640,15749,1100
28711,1929,3300,11733,15877,1100
28900,1975,3065,11811,15989,1100
29082,2025,2833,11876,16107,1098
29347,2076,2517,11974,16276,1097
29546,2138,2256,12052,16398,1096
29745,2196,1999,12121,16525,1096
29901,2271,1768,12174,16630,1096
30065,2325,1550,12212,16755,1096
30148,2399,1393,12224,16828,1096
30264,2461,1215,12226,16941,1094
30341,2524,1075,12192,17052,1096
30434,2590,916,12118,17223,1091
30493,2670,777,11968,17436,1088
30496,2761,683,11742,17668,1086
30510,2836,594,11538,17889,1083
30506,2920,514,11175,18251,1078
30503,2989,448,10839,18590,1072
30486,3063,391,10494,18920,1069
30453,3143,344,10075,19308,1068
30394,3254,292,9215,20115,1062
30347,3346,247,8667,20618,1059
30290,3437,213,8115,21114,1057
30226,3527,187,7603,21564,1055
30153,3622,165,6991,22107,1052
30082,3710,148,6592,22437,1050
29992,3818,130,6266,22678,1045
29917,3902,121,5907,22967,1040
29822,4004,114,5660,23123,1036
29725,4113,102,5488,23200,1034
29629,4216,95,5229,23368,1029
29526,4324,90,5055,23442,1026
29442,4412,86,4942,23472,1025
29343,4515,82,4851,23468,1021
29259,4604,77,4739,23498,1019
29146,4719,75,4640,23491,1012
29048,4818,74,4206,23830,1009
28970,4904,66,4182,23778,1007
28859,5020,61,3975,23878,1003
28773,5107,60,3849,23920,1001
28657,5225,58,3593,24066,995
28554,5330,56,3550,24009,992
28449,5436,55,3501,23958,987
28353,5532,55,3469,23901,980
28246,5643,51,3121,24148,974
28143,5746,51,2991,24177,972
28040,5850,50,2987,24082,968
27940,5950,50,2953,24022,962
27835,6059,46,2537,24337,958
27754,6143,43,2428,24371,952
27652,6246,42,2349,24351,949
27554,6345,41,2323,24281,947
27491,6410,39,2079,24466,943
27423,6481,36,2021,24460,939
27345,6559,36,1933,24476,933
27255,6651,34,1930,24391,931
27195,6711,34,1786,24477,929
27121,6785,34,1780,24409,929
27049,6857,34,1779,24339,928
26971,6936,33,1775,24271,922
26913,6998,29,1524,24465,921
26847,7071,22,1448,24476,920
26792,7130,18,1298,24572,919
26728,7196,16,1207,24601,917
26683,7242,15,1074,24691,915
26623,7303,14,1056,24649,915
26581,7346,13,1042,24622,914
26534,7395,11,1017,24603,911
26476,7456,8,971,24593,909
26440,7493,7,932,24596,909
26399,7536,5,907,24582,907
26363,7572,5,877,24576,907
26319,7617,4,878,24531,907
26276,7660,4,863,24504,906
26236,7700,4,863,24464,906
26184,7753,3,863,24414,904
26151,7786,3,853,24393,902
26116,7821,3,853,24359,901
26085,7852,3,853,24329,900
26058,7879,3,853,24302,900
26046,7891,3,853,24291,899
26021,7916,3,853,24266,899
25996,7941,3,853,24241,899
25967,7970,3,853,24212,899
25951,7986,3,853,24197,898
25929,8008,3,853,24175,898
25904,8033,3,853,24151,897
25887,8050,3,853,24134,897
25855,8082,3,324,24631,897
25824,8113,3,324,24600,897
25787,8150,3,324,24565,895
25745,8192,3,324,24524,894
25709,8228,3,278,24538,890
25666,8271,3,278,24495,890
25623,8314,3,278,24453,889
25580,8357,3,278,24412,887
25545,8392,3,221,24435,886
25498,8439,3,221,24389,885
25460,8477,3,221,24354,882
25420,8517,3,221,24317,879
25368,8569,3,126,24360,879
25322,8615,3,124,24318,877
25264,8673,3,124,24261,876
25196,8741,3,123,24198,872
25143,8794,3,119,24153,868
25098,8839,3,119,24111,865
25044,8893,3,117,24060,864
24999,8938,3,117,24016,863
24949,8988,3,111,23975,860
24893,9044,3,111,23921,858
24838,9099,3,110,23870,855
24785,9152,3,110,23817,855
24718,9219,3,105,23759,851
24641,9296,3,104,23687,847
24564,9373,3,104,23616,841
24505,9432,3,104,23559,839
24408,9529,3,102,23468,835
24338,9599,3,102,23404,829
24268,9669,3,102,23336,827
24195,9742,3,102,23266,824
24117,9820,3,101,23194,819
24029,9908,3,100,23110,816
23951,9986,3,100,23033,815
23885,10052,3,100,22971,811
23801,10136,3,100,22892,806
23722,10215,3,100,22815,804
23646,10291,3,100,22742,801
23566,10371,3,99,22668,796
23493,10444,3,99,22598,793
23417,10520,3,99,22522,793
23348,10589,3,99,22455,791
23275,10662,3,99,22386,787
23211,10726,3,99,22325,784
23141,10796,3,99,22260,779
23071,10866,3,98,22194,776
23000,10937,3,97,22126,774
22934,11003,3,96,22063,772
22852,11085,3,96,21983,770
22776,11161,3,96,21908,769
22698,11239,3,96,21831,768
22621,11316,3,96,21758,764
22544,11393,3,96,21681,764
22459,11478,3,96,21599,761
22386,11551,3,96,21532,755
22308,11629,3,96,21457,752
22221,11716,3,96,21372,750
22146,11791,3,96,21300,747
22079,11858,3,96,21234,746
22022,11915,3,96,21179,744
21964,11973,3,96,21126,739
21912,12025,3,96,21074,739
21854,12083,3,96,21016,739
21797,12140,3,96,20959,739
21732,12205,3,95,20898,736
21690,12247,3,95,20856,736
21648,12289,3,95,20814,736
21594,12343,3,95,20763,733
21544,12393,3,95,20715,731
21502,12436,2,96,20674,729
21452,12486,2,83,20639,727
21407,12531,2,83,20595,726
21374,12564,2,83,20563,725
21330,12608,2,82,20522,723
21280,12658,2,82,20473,722
21248,12690,2,82,20441,722
21210,12728,2,82,20405,720
21182,12756,2,82,20377,720
21141,12797,2,82,20337,719
21108,12830,2,82,20305,718
21074,12864,2,82,20273,716
21044,12894,2,82,20244,715
21007,12931,2,82,20209,713
20973,12965,2,82,20175,713
20942,12996,2,82,20144,713
20919,13019,2,82,20122,712
20885,13053,2,82,20090,710
20873,13065,2,82,20079,709
20850,13088,2,82,20056,709
20839,13100,1,83,20044,709
20823,13116,1,74,20038,708
20812,13127,1,74,20027,708
20801,13138,1,74,20016,708
20785,13154,1,74,20000,708
20777,13162,1,74,19992,708
20750,13189,1,49,19990,708
20715,13224,1,49,19955,708
20688,13251,1,49,19928,708
20661,13278,1,49,19901,708
20633,13306,1,47,19877,706
20598,13341,1,47,19844,704
20575,13364,1,47,19821,704
20545,13394,1,47,19793,702
20512,13427,1,46,19762,701
20474,13465,1,46,19726,699
20435,13504,1,46,19690,696
20403,13536,1,46,19659,695
20353,13586,1,38,19620,692
20321,13618,1,38,19589,691
20270,13669,1,38,19541,688
20238,13701,1,38,19510,687
20194,13745,1,38,19466,687
20136,13803,1,38,19410,685
20092,13847,1,38,19369,682
20050,13889,1,38,19329,680
20000,13939,1,37,19283,677
19972,13967,1,37,19255,677
19913,14026,1,37,19197,676
19857,14082,1,37,19142,675
19807,14132,1,36,19096,672
19749,14190,1,36,19040,670
19704,14235,1,36,18997,668
19650,14289,1,36,18946,665
19597,14342,1,34,18899,661
19537,14402,1,34,18839,661
19480,14459,1,34,18784,659
19423,14516,1,34,18730,656
19344,14595,1,34,18654,653
19278,14661,1,34,18592,649
19218,14721,1,34,18537,644
19158,14781,1,34,18477,644
19104,14835,1,34,18427,640
19036,14903,1,34,18363,636
18978,14961,1,33,18308,634
18921,15018,1,33,18256,629
18867,15072,1,33,18205,626
18809,15130,1,32,18151,623
18750,15189,1,32,18094,621
18704,15235,1,32,18051,618
18649,15290,1,31,17997,618
18590,15349,1,31,17939,617
18525,15414,1,31,17876,615
18464,15475,1,31,17816,614
18386,15553,1,30,17742,611
18334,15605,1,30,17692,609
18273,15666,1,29,17635,606
18213,15726,1,29,17577,604
18154,15785,1,29,17521,601
18078,15861,1,29,17447,599
18008,15931,1,29,17378,598
17937,16002,1,29,17309,596
17878,16061,1,29,17251,595
17815,16124,1,28,17189,595
17754,16185,1,28,17130,593
17675,16264,1,28,17051,593
17624,16315,1,28,17003,590
17572,16367,1,28,16952,589
17519,16420,1,28,16899,589
17476,16463,1,28,16857,588
17410,16529,1,28,16793,586
17371,16568,1,28,16757,583
17329,16610,1,28,16717,581
17278,16661,1,28,16666,581
17245,16694,1,28,16635,579
17203,16736,1,28,16595,577
17169,16770,1,28,16561,577
17123,16816,1,28,16518,574
17083,16857,0,28,16478,574
17047,16893,0,19,16452,573
17010,16930,0,19,16415,573
16971,16969,0,19,16376,573
16940,17000,0,19,16346,572
16893,17047,0,19,16301,570
16856,17084,0,19,16264,570
16824,17116,0,19,16233,569
16794,17146,0,19,16203,569
16771,17169,0,19,16181,568
16751,17189,0,19,16162,567
16724,17216,0,19,16136,566
16702,17238,0,19,16114,566
16674,17266,0,19,16086,566
16647,17293,0,19,16061,564
16625,17315,0,19,16040,563
16612,17328,0,19,16027,563
16590,17350,0,19,16005,563
16569,17371,0,19,15984,563
16554,17386,0,19,15970,562
16544,17396,0,19,15961,561
16523,17417,0,19,15940,561
16509,17431,0,19,15926,561
16497,17443,0,19,15914,561
16479,17461,0,7,15908,561
16462,17478,0,7,15891,561
16430,17510,0,7,15861,560
16413,17527,0,7,15846,558
16394,17546,0,7,15827,558
16369,17571,0,7,15804,556
16350,17590,0,7,15786,555
16336,17604,0,7,15772,555
16318,17622,0,1,15762,553
16292,17648,0,1,15736,553
16259,17681,0,1,15704,552
16239,17701,0,1,15684,552
16206,17734,0,0,15652,552
16174,17766,0,0,15620,552
16144,17796,0,0,15591,551
16118,17822,0,0,15565,551
16095,17845,0,0,15542,551
16067,17873,0,0,15514,551
16036,17904,0,0,15483,551
15993,17947,0,0,15442,549
15957,17983,0,0,15406,549
15915,18025,0,0,15366,547
15882,18058,0,0,15336,544
15842,18098,0,0,15297,543
15792,18148,0,0,15250,540
15752,18188,0,0,15213,537
15721,18219,0,0,15182,537
15694,18246,0,0,15155,537
15659,18281,0,0,15120,537
15617,18323,0,0,15081,534
15560,18380,0,0,15025,533
15508,18432,0,0,14973,533
15469,18471,0,0,14935,532
15422,18518,0,0,14890,530
15373,18567,0,0,14842,529
15328,18612,0,0,14797,529
15264,18676,0,0,14735,527
15209,18731,0,0,14682,525
15180,18760,0,0,14655,523
15133,18807,0,0,14610,521
15092,18848,0,0,14571,519
15035,18905,0,0,14516,517
14990,18950,0,0,14473,515
14946,18994,0,0,14430,514
14893,19047,0,0,14379,512
14848,19092,0,0,14335,511
14783,19157,0,0,14273,509
14727,19213,0,0,14218,508
14680,19260,0,0,14172,507
14635,19305,0,0,14128,506
14589,19351,0,0,14084,504
14549,19391,0,0,14047,501
14504,19436,0,0,14003,500
14449,19491,0,0,13951,497
14395,19545,0,0,13899,495
14337,19603,0,0,13843,493
14278,19662,0,0,13787,490
14243,19697,0,0,13752,490
14183,19757,0,0,13695,487
14132,19808,0,0,13646,485
14089,19851,0,0,13603,485
14058,19882,0,0,13574,483
14024,19916,0,0,13540,483
14000,19940,0,0,13517,482
13968,19972,0,0,13487,480
13930,20010,0,0,13451,478
13899,20041,0,0,13420,478
13857,20083,0,0,13380,476
13825,20115,0,0,13348,476
13801,20139,0,0,13325,475
13767,20173,0,0,13292,474
13735,20205,0,0,13261,473
13705,20235,0,0,13232,472
13680,20260,0,0,13209,470
