infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,1,0
3,0,33937,1,2,0
3,0,33937,1,2,0
4,0,33936,2,2,0
4,0,33936,2,2,0
5,0,33935,2,3,0
7,0,33933,4,3,0
10,0,33930,6,4,0
15,0,33925,9,5,1
20,0,33920,13,6,1
27,0,33913,15,7,5
39,0,33901,18,11,10
53,0,33887,20,21,12
68,0,33872,25,28,15
84,0,33856,31,34,19
103,0,33837,38,41,24
132,0,33808,46,55,31
166,0,33774,58,65,43
206,0,33734,68,83,55
250,0,33690,78,100,72
310,0,33630,95,125,90
380,0,33560,110,145,125
465,0,33475,140,180,145
570,0,33370,167,223,180
694,0,33246,202,271,221
827,0,33113,247,322,258
988,0,32952,295,390,303
1212,0,32728,358,471,383
1468,0,32472,428,580,460
1753,0,32187,511,698,544
2130,0,31810,613,861,656
2549,0,31391,728,1045,776
3054,0,30886,876,1239,939
3635,0,30305,1060,1491,1084
4295,0,29645,1269,1761,1265
5018,108,28814,1489,2031,1498
5825,230,27885,1732,2380,1713
6678,333,26929,2010,2719,1949
7601,439,25900,2272,3091,2238
8514,526,24900,2540,3448,2526
9442,630,23868,2792,3829,2821
10384,747,22809,3071,4213,3100
11339,857,21744,3340,4602,3397
12417,961,20562,3648,5064,3705
13459,1067,19414,3952,5473,4034
14515,1170,18255,4255,5891,4369
15595,1295,17050,4570,6336,4689
16774,1417,15749,4932,6794,5048
17969,1514,14457,5313,7252,5404
19121,1617,13202,5672,7723,5726
20277,1731,11932,5993,8203,6081
21605,1858,10477,6410,8729,6466
22812,1976,9152,6771,9246,6795
23898,2071,7971,7108,9684,7106
24802,2179,6959,7383,10026,7393
25747,2284,5909,7661,10425,7661
26485,2381,5074,7884,10739,7862
27063,2491,4386,8047,10957,8059
27404,2607,3929,8139,11098,8167
27702,2681,3557,8233,11210,8259
27969,2743,3228,8314,11302,8353
28122,2815,3003,8357,11370,8395
28210,2916,2814,8380,11401,8429
28375,2997,2568,8441,11460,8474
28466,3068,2406,8466,11506,8494
28508,3148,2284,8481,11512,8515
28530,3233,2177,8486,11517,8527
28676,3303,1961,8536,11586,8554
28791,3379,1770,8575,11631,8585
28846,3472,1622,8587,11662,8597
28899,3543,1498,8612,11679,8608
28961,3596,1383,8633,11702,8626
28995,3659,1286,8636,11717,8642
29012,3719,1209,8652,11715,8645
29012,3778,1150,8653,11711,8648
29023,3826,1091,8651,11725,8647
29001,3876,1063,8645,11717,8639
28966,3938,1036,8639,11704,8623
28942,3994,1004,8633,11699,8610
28916,4046,978,8624,11687,8605
28905,4083,952,8618,11683,8604
28883,4121,936,8614,11673,8596
28864,4159,917,8612,11659,8593
28840,4190,910,8604,11652,8584
28810,4228,902,8596,11639,8575
28789,4253,898,8589,11631,8569
28753,4294,893,8577,11615,8561
28733,4317,890,8568,11610,8555
28710,4343,887,8556,11606,8548
28690,4365,885,8549,11599,8542
28664,4396,880,8542,11584,8538
28645,4418,877,8534,11580,8531
28630,4436,874,8525,11576,8529
28603,4463,874,8515,11569,8519
28596,4472,872,8513,11566,8517
28623,4516,801,8514,11577,8532
