infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,1,0
2,0,33938,1,1,0
2,0,33938,1,1,0
3,0,33937,2,1,0
5,0,33935,2,1,2
6,0,33934,3,1,2
8,0,33932,3,1,4
10,0,33930,4,2,4
13,0,33927,5,4,4
15,0,33925,6,4,5
19,0,33921,7,5,7
23,0,33917,8,6,9
28,0,33912,11,7,10
35,0,33905,14,9,12
42,0,33898,14,11,17
51,0,33889,15,14,22
60,0,33880,15,19,26
70,0,33870,18,22,30
80,0,33860,20,28,32
96,0,33844,23,34,39
114,0,33826,29,40,45
133,0,33807,37,48,48
165,0,33775,48,61,56
201,0,33739,57,78,66
245,0,33695,72,97,76
294,0,33646,84,120,90
357,0,33583,97,151,109
425,0,33515,123,178,124
520,0,33420,145,219,156
634,0,33306,179,267,188
774,0,33166,216,323,235
943,0,32997,272,384,287
1148,0,32792,332,474,342
1402,0,32538,408,580,414
1706,0,32234,482,723,501
2078,0,31862,596,864,618
2524,0,31416,737,1037,750
3025,0,30915,898,1231,896
3629,0,30311,1097,1460,1072
4361,0,29579,1322,1759,1280
5147,0,28793,1560,2084,1503
6064,0,27876,1846,2450,1768
7022,0,26918,2134,2838,2050
8129,0,25811,2460,3285,2384
9293,0,24647,2805,3754,2734
10450,116,23374,3167,4227,3056
11557,332,22051,3483,4684,3390
12695,722,20523,3807,5142,3746
13675,1309,18956,4116,5512,4047
14411,2188,17341,4356,5771,4284
14854,3470,15616,4485,5961,4408
15163,5088,13689,4540,6090,4533
14783,7301,11856,4391,5941,4451
13877,9854,10209,4137,5577,4163
12471,12732,8737,3690,5044,3737
11829,14919,7192,3478,4796,3555
9665,18388,5887,2814,3936,2915
7625,21337,4978,2259,3063,2303
5653,24041,4246,1677,2255,1721
4707,25882,3351,1412,1864,1431
3252,27950,2738,980,1285,987
2292,29265,2383,685,904,703
2190,29433,2317,653,870,667
2190,29753,1997,653,870,667
2190,29753,1997,653,870,667
2190,29753,1997,653,870,667
2190,29753,1997,653,870,667
2190,30447,1303,653,870,667
2190,30447,1303,653,870,667
2190,30447,1303,653,870,667
2190,30447,1303,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
2190,30680,1070,653,870,667
1427,31910,603,425,564,438
464,33269,207,138,175,151
5,33932,3,1,2,2
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
