infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
3,0,33937,2,0,1
3,0,33937,2,0,1
4,0,33936,2,1,1
4,0,33936,2,1,1
5,0,33935,2,2,1
6,0,33934,2,3,1
8,0,33932,4,3,1
10,0,33930,5,4,1
13,0,33927,7,5,1
18,0,33922,8,9,1
22,0,33918,9,12,1
24,0,33916,9,14,1
31,0,33909,13,17,1
42,0,33898,16,25,1
53,0,33887,20,32,1
64,0,33876,26,37,1
82,0,33858,30,51,1
105,0,33835,41,58,1
110,0,33830,46,58,6
114,0,33826,46,62,6
118,0,33822,47,65,6
122,0,33818,49,67,6
129,0,33811,53,70,6
138,0,33802,55,77,6
150,0,33790,61,83,6
167,0,33773,68,93,6
187,0,33753,74,107,6
209,0,33731,83,120,6
245,0,33695,98,141,6
292,0,33648,118,168,6
356,0,33584,131,188,6
420,0,33520,171,212,37
490,0,33450,199,254,37
578,0,33362,224,294,37
675,0,33265,277,338,59
789,0,33151,319,410,60
944,0,32996,376,494,60
1124,0,32816,447,584,73
1329,0,32611,534,702,93
1608,0,32332,649,866,93
1974,0,31966,798,1083,93
2405,0,31535,967,1345,93
2973,0,30967,1157,1667,93
3563,0,30377,1419,1953,146
4232,0,29708,1700,2315,191
5000,0,28940,2029,2740,216
5919,0,28021,2352,3224,230
6795,0,27145,2727,3641,338
7700,0,26240,3127,4076,424
8676,0,25264,3534,4566,494
9757,0,24183,3971,5083,574
10869,0,23071,4475,5652,697
12028,0,21912,4973,6259,738
13357,0,20583,5527,6956,793
14731,0,19209,6136,7717,866
16189,0,17751,6719,8584,872
17667,112,16161,7321,9421,878
19274,234,14432,7954,10356,918
20274,320,13346,8356,10947,951
21216,412,12312,8748,11486,962
22066,509,11365,9110,11961,971
22871,587,10482,9448,12426,980
23557,675,9708,9712,12846,986
24127,748,9065,9932,13193,990
24643,827,8470,10142,13499,992
25087,912,7941,10339,13748,992
25461,998,7481,10499,13961,989
25830,1077,7033,10646,14181,992
26111,1148,6681,10777,14333,993
26314,1222,6404,10858,14454,991
26446,1287,6207,10911,14533,993
26566,1336,6038,10954,14611,992
26690,1384,5866,10989,14699,991
26751,1435,5754,11016,14734,991
26797,1498,5645,11037,14761,989
26786,1592,5562,11031,14759,987
26809,1638,5493,11043,14771,986
26810,1694,5436,11044,14772,985
26813,1740,5387,11040,14779,985
26828,1778,5334,11044,14790,985
26815,1828,5297,11038,14785,983
26776,1893,5271,11022,14765,980
26754,1934,5252,11008,14757,980
26741,1969,5230,11005,14747,980
26720,2004,5216,10992,14742,977
26702,2041,5197,10983,14733,977
26679,2071,5190,10971,14722,977
26663,2092,5185,10965,14714,975
26646,2112,5182,10955,14707,975
26619,2148,5173,10948,14687,975
26591,2179,5170,10935,14672,975
26574,2199,5167,10929,14661,975
26555,2222,5163,10925,14648,973
26536,2244,5160,10917,14637,973
26729,2285,4926,10999,14749,978
26912,2327,4701,11073,14859,978
27085,2374,4481,11127,14977,977
27254,2412,4274,11184,15090,978
27488,2440,4012,11279,15232,976
27697,2487,3756,11359,15361,972
27912,2529,3499,11449,15487,974
28117,2568,3255,11541,15596,975
28324,2626,2990,11634,15706,976
28541,2661,2738,11735,15823,981
28691,2706,2543,11791,15917,980
28831,2772,2337,11845,16004,980
29075,2839,2026,11940,16150,979
29238,2914,1788,12007,16246,985
29437,2966,1537,12050,16398,984
29541,3034,1365,12046,16503,988
29679,3092,1169,12069,16621,989
29755,3166,1019,12041,16729,984
29811,3220,909,11958,16870,983
29859,3277,804,11849,17027,982
29871,3356,713,11619,17269,982
29904,3414,622,11385,17536,981
29903,3485,552,11122,17796,982
29896,3559,485,10861,18051,983
29863,3653,424,10446,18438,978
29834,3740,366,10048,18809,976
29798,3816,326,9571,19254,972
29749,3908,283,9248,19530,970
29696,4010,234,8235,20492,968
29647,4101,192,7671,21009,965
29583,4187,170,7050,21569,961
29511,4278,151,6671,21879,959
29437,4371,132,6066,22409,958
29375,4447,118,5686,22727,958
29304,4528,108,5359,22987,954
29231,4611,98,5121,23156,950
29139,4709,92,4915,23276,944
29036,4817,87,4788,23304,940
28966,4894,80,4669,23354,939
28881,4982,77,4509,23435,933
28798,5072,70,4443,23421,930
28705,5169,66,4279,23495,927
28604,5270,66,4170,23508,922
28512,5364,64,4163,23425,920
28423,5454,63,3741,23764,914
28338,5544,58,3715,23710,909
28247,5637,56,3566,23773,904
28152,5732,56,3503,23751,894
28053,5832,55,3268,23891,890
27948,5940,52,3245,23813,886
27845,6043,52,3166,23794,881
27742,6148,50,3158,23705,875
27647,6244,49,2731,24039,873
27549,6344,47,2692,23983,870
27446,6448,46,2637,23938,867
27339,6556,45,2597,23874,864
27241,6656,43,2155,24224,858
27140,6757,43,2109,24175,852
27032,6866,42,2108,24072,848
26960,6939,41,2073,24040,843
26892,7009,39,1825,24220,843
26818,7085,37,1783,24191,840
26755,7150,35,1737,24177,837
26679,7226,35,1702,24136,837
26624,7282,34,1607,24183,830
26559,7349,32,1582,24145,828
26510,7400,30,1551,24129,826
26440,7472,28,1515,24099,822
26376,7537,27,1266,24287,819
26316,7600,24,1239,24257,816
26264,7655,21,1181,24263,816
26195,7726,19,1113,24263,815
26136,7785,19,1001,24320,811
26070,7852,18,1000,24255,811
26021,7903,16,984,24224,809
25979,7945,16,954,24216,805
25938,7988,14,956,24174,804
25881,8046,13,919,24154,804
25823,8104,13,904,24111,804
25777,8152,11,904,24065,804
25745,8185,10,877,24060,804
25710,8220,10,869,24034,803
25673,8258,9,869,23998,802
25645,8286,9,857,23982,802
25615,8317,8,856,23953,802
25578,8354,8,850,23924,800
25563,8370,7,850,23909,800
25528,8406,6,834,23890,800
25502,8432,6,827,23872,799
25471,8464,5,827,23842,798
25444,8491,5,822,23820,798
25422,8513,5,821,23800,797
25402,8533,5,820,23782,796
25392,8543,5,820,23773,795
25365,8570,5,819,23748,794
25349,8586,5,818,23733,794
25324,8611,5,348,24179,793
25289,8646,5,348,24145,792
25255,8680,5,348,24112,791
25214,8721,5,348,24073,789
25173,8762,5,310,24071,788
25137,8798,5,310,24035,788
25109,8826,5,310,24008,787
25077,8858,5,310,23977,786
25033,8902,5,259,23985,785
24980,8955,5,259,23933,784
24945,8990,5,259,23900,782
24914,9021,5,259,23872,779
24878,9057,5,183,23912,779
24826,9109,5,183,23867,772
24786,9149,5,182,23829,771
24733,9202,5,181,23777,771
24688,9247,5,178,23736,770
24633,9302,5,177,23685,767
24580,9355,5,175,23634,767
24524,9411,5,175,23579,766
24460,9475,5,159,23532,765
24402,9533,5,158,23476,764
24346,9589,5,157,23424,761
24293,9642,5,156,23373,760
24233,9702,5,151,23320,758
24162,9773,5,151,23250,757
24104,9831,5,151,23196,753
24044,9891,5,151,23138,751
23976,9959,5,148,23075,749
23899,10036,5,147,23004,744
23825,10110,5,147,22933,741
23738,10197,5,147,22847,740
23677,10258,5,147,22787,739
23592,10343,5,147,22705,736
23527,10408,5,147,22644,732
23455,10480,5,147,22574,731
23374,10561,5,147,22496,728
23293,10642,5,147,22415,728
23225,10710,5,147,22348,727
23138,10797,5,144,22267,724
23065,10870,5,143,22197,722
22988,10947,5,143,22124,718
22933,11002,5,143,22070,717
22852,11083,5,142,21993,714
22772,11163,5,141,21917,711
22690,11245,5,140,21838,709
22621,11314,5,139,21772,707
22562,11373,5,138,21716,705
22506,11429,5,138,21661,704
22428,11507,5,138,21585,702
22351,11584,5,137,21512,699
22270,11665,5,136,21436,695
22202,11733,5,135,21370,694
22115,11820,5,134,21287,691
22030,11905,5,133,21205,689
21936,11999,5,131,21120,682
21855,12080,5,130,21041,681
21782,12153,5,130,20970,679
21703,12232,5,130,20895,675
21646,12289,5,130,20839,674
21596,12339,5,130,20791,672
21548,12387,5,130,20744,671
21485,12450,5,129,20684,669
21431,12504,5,129,20633,666
21374,12561,5,129,20578,664
21322,12613,5,129,20528,662
21271,12664,5,129,20479,660
21214,12721,5,129,20423,659
21166,12772,2,131,20373,659
21101,12837,2,83,20359,656
21046,12892,2,83,20304,656
20985,12953,2,83,20245,654
20947,12991,2,83,20207,654
20905,13033,2,83,20166,653
20862,13076,2,83,20125,651
20813,13125,2,83,20080,647
20781,13157,2,83,20048,647
20742,13196,2,83,20010,646
20703,13235,2,83,19972,645
20660,13278,2,83,19933,641
20627,13311,2,83,19900,641
20603,13335,2,83,19878,639
20577,13362,1,84,19851,639
20541,13398,1,78,19822,638
20514,13425,1,78,19796,637
20489,13450,1,78,19772,636
20450,13489,1,78,19733,636
20422,13517,1,78,19705,636
20404,13535,1,78,19688,635
20386,13553,1,78,19670,635
20368,13571,1,78,19653,634
20347,13592,1,78,19632,634
20333,13606,1,78,19618,634
20319,13620,1,78,19604,634
20299,13640,1,78,19586,632
20280,13659,1,78,19567,632
20251,13688,1,41,19578,629
20223,13716,1,41,19550,629
20202,13737,1,41,19529,629
20176,13763,1,40,19504,629
20152,13787,1,36,19486,627
20125,13814,1,36,19461,625
20091,13848,1,36,19428,624
20062,13877,1,36,19402,621
20016,13923,1,31,19364,618
19988,13951,1,31,19337,617
19955,13984,1,31,19305,616
19920,14019,1,31,19271,615
19882,14057,1,25,19240,614
19845,14094,1,25,19204,613
19797,14142,1,25,19156,613
19747,14192,1,25,19109,610
19703,14236,1,25,19068,607
19654,14285,1,25,19020,606
19615,14324,1,25,18982,605
19561,14378,1,25,18931,602
19512,14427,1,24,18884,601
19468,14471,1,24,18842,599
19414,14525,1,24,18789,598
19370,14569,1,24,18748,595
19308,14631,1,24,18688,593
19254,14685,1,24,18635,592
19213,14726,1,24,18596,590
19152,14787,1,24,18538,587
19093,14846,1,24,18482,584
19037,14902,1,24,18428,582
18974,14965,1,24,18367,580
18910,15029,1,24,18308,575
18853,15086,1,24,18254,572
18790,15149,1,24,18192,571
18723,15216,1,24,18127,569
18678,15261,1,24,18083,568
18618,15321,1,24,18024,567
18571,15368,1,24,17978,566
18522,15417,1,24,17932,563
18464,15475,1,24,17878,559
18401,15538,1,24,17817,557
18350,15589,1,24,17768,555
18281,15658,1,24,17703,551
18221,15718,1,24,17645,549
18163,15776,1,24,17589,547
18111,15828,1,24,17540,544
18049,15890,1,24,17478,544
17987,15952,1,24,17416,544
17919,16020,1,24,17352,540
17853,16086,1,24,17288,538
17798,16141,1,24,17233,538
17729,16210,1,24,17168,534
17669,16270,1,24,17111,531
17606,16333,1,24,17051,528
17564,16375,1,24,17010,527
17506,16433,1,24,16959,520
17454,16485,1,24,16908,519
17385,16554,1,24,16841,517
17326,16613,1,24,16785,514
17271,16668,1,24,16731,513
17222,16717,1,24,16683,512
17184,16755,1,24,16647,510
17139,16800,1,24,16602,510
17082,16857,1,24,16548,507
17037,16902,1,24,16505,505
16999,16940,1,24,16468,504
16955,16984,1,24,16427,501
16911,17028,1,23,16385,500
16857,17082,1,23,16332,499
16805,17135,0,24,16283,495
16762,17178,0,8,16256,495
16728,17212,0,8,16223,494
16695,17245,0,8,16190,494
16668,17272,0,8,16163,494
16628,17312,0,8,16123,494
16594,17346,0,8,16090,493
16561,17379,0,8,16057,493
16524,17416,0,8,16022,491
16485,17455,0,8,15985,489
16459,17481,0,8,15960,488
16429,17511,0,8,15933,485
16407,17533,0,8,15911,485
16380,17560,0,8,15885,484
16355,17585,0,8,15860,484
16333,17607,0,8,15838,484
16311,17629,0,8,15816,484
16292,17648,0,8,15797,484
16275,17665,0,8,15781,483
16256,17684,0,8,15762,483
16241,17699,0,8,15747,483
16227,17713,0,8,15733,483
16213,17727,0,8,15719,483
16200,17740,0,8,15707,482
16186,17754,0,8,15693,482
16174,17766,0,8,15681,482
16159,17781,0,8,15666,482
16141,17799,0,1,15655,482
16114,17826,0,1,15630,480
16089,17851,0,1,15608,477
16066,17874,0,1,15586,476
16042,17898,0,1,15565,473
16017,17923,0,1,15541,472
15993,17947,0,1,15521,468
15971,17969,0,1,15500,467
15942,17998,0,0,15473,466
15923,18017,0,0,15455,465
15900,18040,0,0,15433,464
15881,18059,0,0,15414,464
15854,18086,0,0,15387,464
15821,18119,0,0,15356,462
15787,18153,0,0,15327,457
15753,18187,0,0,15294,456
15725,18215,0,0,15267,455
15687,18253,0,0,15229,455
15653,18287,0,0,15195,455
15631,18309,0,0,15173,455
15596,18344,0,0,15139,454
15557,18383,0,0,15100,454
15528,18412,0,0,15072,453
15498,18442,0,0,15045,451
15470,18470,0,0,15018,450
15437,18503,0,0,14985,450
15401,18539,0,0,14953,446
15360,18580,0,0,14916,442
15319,18621,0,0,14876,441
15280,18660,0,0,14837,441
15232,18708,0,0,14791,439
15188,18752,0,0,14750,436
15145,18795,0,0,14710,433
15101,18839,0,0,14666,433
15053,18887,0,0,14618,433
14997,18943,0,0,14566,429
14950,18990,0,0,14521,427
14898,19042,0,0,14470,426
14856,19084,0,0,14431,423
14802,19138,0,0,14380,420
14756,19184,0,0,14336,418
14707,19233,0,0,14290,415
14654,19286,0,0,14242,411
14607,19333,0,0,14198,408
14563,19377,0,0,14156,406
14517,19423,0,0,14110,406
14472,19468,0,0,14067,404
14419,19521,0,0,14015,403
14373,19567,0,0,13972,400
14329,19611,0,0,13929,399
14280,19660,0,0,13881,398
14228,19712,0,0,13829,398
14186,19754,0,0,13789,396
14137,19803,0,0,13742,394
14084,19856,0,0,13691,392
14028,19912,0,0,13635,392
13989,19951,0,0,13597,391
13935,20005,0,0,13549,385
13876,20064,0,0,13491,384
13832,20108,0,0,13448,383
13795,20145,0,0,13411,383
13748,20192,0,0,13365,382
13718,20222,0,0,13336,381
13686,20254,0,0,13304,381
13651,20289,0,0,13270,380
13611,20329,0,0,13232,378
13566,20374,0,0,13188,377
13530,20410,0,0,13152,377
13502,20438,0,0,13124,377
13472,20468,0,0,13094,377
13440,20500,0,0,13063,376
13399,20541,0,0,13022,376
13374,20566,0,0,12998,375
13349,20591,0,0,12975,373
13323,20617,0,0,12950,372
13296,20644,0,0,12923,372
13267,20673,0,0,12894,372
13233,20707,0,0,12862,370
13207,20733,0,0,12837,369
