infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
2,0,33938,1,0,1
3,0,33937,1,1,1
4,0,33936,2,1,1
4,0,33936,2,1,1
6,0,33934,2,3,1
7,0,33933,3,3,1
9,0,33931,4,4,1
11,0,33929,5,5,1
14,0,33926,7,6,1
19,0,33921,12,6,1
26,0,33914,16,9,1
34,0,33906,19,14,1
47,0,33893,22,24,1
63,0,33877,31,31,1
81,0,33859,38,42,1
109,0,33831,47,52,1
118,0,33822,56,52,10
123,0,33817,56,57,10
130,0,33810,58,62,10
138,0,33802,62,66,10
149,0,33791,66,73,10
162,0,33778,72,80,10
179,0,33761,79,90,10
201,0,33739,87,104,10
229,0,33711,100,119,10
265,0,33675,113,142,10
317,0,33623,131,176,10
389,0,33551,158,221,10
470,0,33470,190,270,10
574,0,33366,236,313,10
655,0,33285,272,340,25
750,0,33190,320,387,43
846,0,33094,340,442,43
931,0,33009,390,477,64
1030,0,32910,433,533,64
1163,0,32777,493,606,64
1324,0,32616,549,696,64
1518,0,32422,635,782,79
1756,0,32184,725,930,101
2029,0,31911,837,1091,101
2371,0,31569,985,1285,101
2834,0,31106,1154,1561,101
3392,0,30548,1373,1872,118
4071,0,29869,1629,2244,146
4853,0,29087,1946,2643,196
5670,0,28270,2266,2986,263
6470,0,27470,2642,3349,412
7306,0,26634,2994,3749,475
8230,0,25710,3375,4202,559
9188,0,24752,3808,4707,648
10216,0,23724,4220,5293,671
11403,0,22537,4672,5988,700
12732,0,21208,5205,6710,740
14188,0,19752,5812,7515,812
15599,0,18341,6371,8329,854
17115,0,16825,6963,9211,894
18699,0,15241,7609,10111,934
20320,0,13620,8287,11002,972
21365,0,12575,8724,11597,1013
22383,0,11557,9152,12148,1023
23319,0,10621,9560,12657,1060
24186,0,9754,9888,13164,1084
24849,79,9012,10163,13546,1110
25400,158,8382,10398,13856,1116
25844,236,7860,10581,14118,1124
26218,324,7398,10719,14351,1124
26592,403,6945,10863,14577,1124
26896,479,6565,10972,14768,1127
27121,562,6257,11050,14918,1133
27310,633,5997,11132,15024,1134
27443,696,5801,11185,15105,1132
27566,757,5617,11227,15186,1133
27657,820,5463,11259,15247,1131
27706,891,5343,11278,15278,1129
27742,953,5245,11294,15299,1129
27759,1018,5163,11304,15309,1126
27780,1065,5095,11309,15326,1125
27787,1122,5031,11313,15330,1124
27788,1170,4982,11313,15332,1122
27765,1221,4954,11299,15324,1122
27749,1267,4924,11283,15324,1122
27733,1314,4893,11270,15322,1121
27715,1357,4868,11268,15308,1119
27703,1389,4848,11269,15297,1117
27665,1434,4841,11253,15276,1116
27636,1487,4817,11233,15268,1115
27621,1513,4806,11229,15257,1115
27601,1537,4802,11223,15243,1115
27582,1561,4797,11212,15236,1114
27566,1580,4794,11208,15225,1113
27543,1605,4792,11193,15217,1113
27520,1633,4787,11188,15200,1112
27504,1653,4783,11177,15196,1111
27479,1680,4781,11168,15180,1111
27656,1722,4562,11248,15278,1125
27817,1771,4352,11309,15379,1126
27998,1817,4125,11378,15492,1126
28151,1848,3941,11435,15588,1125
28363,1898,3679,11516,15711,1126
28565,1944,3431,11586,15844,1130
28772,1980,3188,11679,15959,1133
28926,2020,2994,11735,16060,1130
29143,2075,2722,11813,16193,1129
29319,2119,2502,11893,16289,1135
29481,2176,2283,11948,16398,1134
29634,2224,2082,12000,16499,1134
29821,2291,1828,12058,16630,1130
29989,2366,1585,12123,16733,1130
30114,2435,1391,12163,16824,1125
30220,2497,1223,12155,16940,1123
30285,2561,1094,12112,17050,1120
30354,2627,959,12100,17133,1119
30387,2706,847,12041,17226,1118
30420,2769,751,11945,17356,1117
30429,2853,658,11710,17602,1116
30434,2930,576,11489,17832,1112
30429,3008,503,11206,18112,1110
30419,3086,435,10904,18408,1106
30396,3173,371,10399,18892,1104
30362,3253,325,9970,19290,1101
30313,3341,286,9578,19637,1097
30265,3428,247,9200,19973,1091
30183,3535,222,8102,20996,1084
30127,3634,179,7810,21235,1081
30051,3735,154,7070,21903,1077
29985,3820,135,6552,22360,1072
29884,3932,124,5866,22951,1066
29796,4031,113,5612,23122,1061
29715,4125,100,5386,23268,1060
29640,4206,94,5102,23482,1055
29542,4312,86,4944,23545,1052
29431,4431,78,4745,23642,1043
29344,4520,76,4537,23767,1039
29239,4626,75,4470,23734,1034
29150,4715,75,4440,23680,1029
29061,4807,72,4431,23604,1025
28965,4906,69,4368,23575,1021
28884,4991,65,4285,23579,1019
28781,5097,62,3807,23958,1015
28674,5206,60,3736,23926,1011
28569,5313,58,3667,23895,1006
28477,5405,58,3607,23867,1002
28386,5497,57,3369,24020,996
28265,5618,57,3335,23938,991
28176,5710,54,3327,23862,986
28077,5810,53,3249,23842,985
27985,5904,51,2885,24117,982
27890,6001,49,2820,24091,978
27788,6103,49,2750,24062,975
27679,6214,47,2740,23965,973
27573,6321,46,2310,24296,966
27465,6431,44,2271,24231,962
27375,6521,44,2231,24186,957
27281,6615,44,2225,24103,952
27214,6686,40,1999,24264,950
27142,6758,40,1921,24272,948
27061,6840,39,1912,24201,947
27001,6901,38,1895,24159,946
26949,6956,35,1756,24251,941
26882,7023,35,1674,24269,938
26814,7091,35,1673,24203,937
26747,7158,35,1665,24147,934
26690,7218,32,1441,24317,931
26624,7288,28,1379,24319,925
26570,7347,23,1292,24353,924
26504,7414,22,1191,24388,924
26448,7472,20,1103,24420,924
26398,7524,18,1075,24399,923
26340,7584,16,1046,24372,921
26294,7634,12,1014,24360,919
26248,7680,12,947,24384,916
26204,7726,10,945,24343,915
26161,7770,9,902,24344,914
26113,7818,9,888,24310,914
26061,7870,9,887,24260,913
26027,7904,9,887,24227,912
25985,7946,9,887,24185,912
25944,7987,9,886,24147,910
25906,8025,9,885,24110,910
25866,8066,8,884,24072,909
25833,8099,8,876,24048,908
25797,8135,8,876,24016,904
25770,8163,7,877,23989,903
25745,8188,7,866,23976,902
25724,8209,7,866,23955,902
25705,8228,7,866,23936,902
25687,8246,7,866,23918,902
25669,8264,7,866,23900,902
25654,8279,7,866,23885,902
25626,8307,7,866,23857,902
25601,8332,7,434,24265,901
25566,8367,7,434,24233,898
25527,8406,7,434,24194,898
25492,8441,7,433,24162,896
25464,8469,7,385,24184,894
25427,8506,7,385,24149,892
25395,8538,7,385,24118,891
25352,8581,7,384,24077,890
25299,8634,7,328,24081,889
25252,8682,6,328,24036,887
25209,8725,6,309,24013,886
25162,8772,6,309,23966,886
25104,8830,6,235,23986,882
25059,8875,6,235,23942,881
25000,8934,6,234,23888,877
24940,8994,6,232,23833,874
24880,9054,6,229,23779,871
24823,9111,6,228,23725,869
24767,9167,6,227,23670,869
24721,9213,6,227,23626,867
24664,9270,6,220,23581,862
24600,9334,6,220,23520,859
24524,9410,6,219,23447,857
24466,9468,6,219,23391,855
24399,9535,6,214,23330,854
24332,9602,6,211,23267,853
24260,9674,6,211,23200,848
24187,9747,6,211,23133,842
24117,9817,6,203,23071,842
24029,9905,6,202,22987,839
23948,9986,6,200,22910,837
23863,10071,6,200,22830,832
23784,10150,6,197,22756,830
23706,10228,6,197,22679,829
23638,10296,6,197,22615,825
23571,10363,6,196,22553,821
23491,10443,6,196,22477,817
23402,10532,6,196,22395,810
23334,10600,6,195,22330,808
23249,10685,6,194,22252,802
23179,10755,6,192,22187,799
23113,10821,6,192,22124,796
23038,10896,6,189,22053,795
22968,10966,6,189,21983,795
22895,11039,6,188,21917,789
22826,11108,6,187,21851,787
22745,11189,6,187,21772,785
22677,11257,6,186,21705,785
22619,11315,6,184,21650,784
22550,11384,6,184,21585,780
22479,11455,6,184,21516,778
22390,11544,6,184,21430,775
22322,11612,6,183,21365,773
22262,11672,6,183,21305,773
22177,11757,6,182,21226,768
22113,11821,6,181,21166,765
22026,11908,6,180,21083,762
21949,11985,6,180,21011,757
21873,12061,6,179,20939,755
21807,12127,6,179,20877,751
21744,12190,6,178,20818,748
21687,12247,6,178,20763,746
21632,12302,6,176,20712,744
21573,12361,6,176,20655,742
21518,12416,6,174,20604,740
21452,12483,5,174,20540,738
21394,12541,5,162,20496,736
21345,12590,5,162,20448,735
21289,12646,5,162,20395,732
21247,12689,4,163,20353,731
21176,12760,4,145,20303,728
21116,12820,4,145,20247,724
21075,12861,4,145,20209,721
21037,12899,4,144,20172,721
20999,12937,4,144,20134,721
20957,12979,4,144,20094,719
20910,13026,4,144,20047,719
20864,13072,4,143,20003,718
20817,13119,4,141,19959,717
20772,13164,4,141,19914,717
20743,13193,4,141,19885,717
20709,13227,4,141,19852,716
20681,13255,4,141,19827,713
20652,13284,4,140,19799,713
20625,13312,3,140,19773,712
20601,13336,3,133,19756,712
20573,13365,2,133,19731,709
20549,13390,1,124,19719,706
20530,13409,1,117,19708,705
20519,13420,1,117,19697,705
20495,13444,1,117,19674,704
20472,13467,1,117,19651,704
20456,13483,1,117,19635,704
20444,13495,1,117,19623,704
20428,13511,1,117,19607,704
20413,13526,1,117,19594,702
20386,13553,1,70,19616,700
20365,13574,1,70,19595,700
20340,13599,1,70,19570,700
20314,13625,1,70,19546,698
20283,13656,1,57,19529,697
20268,13671,1,57,19514,697
20244,13695,1,57,19491,696
20223,13716,1,57,19471,695
20191,13748,1,56,19441,694
20161,13778,1,56,19414,691
20131,13808,1,56,19384,691
20105,13834,1,56,19358,691
20062,13877,1,39,19332,691
20026,13913,1,39,19297,690
19992,13947,1,39,19265,688
19955,13984,1,38,19231,686
19924,14015,1,38,19200,686
19872,14067,1,37,19150,685
19830,14109,1,37,19109,684
19796,14143,1,37,19077,682
19760,14179,1,35,19044,681
19721,14218,1,35,19005,681
19669,14270,1,35,18956,678
19604,14335,1,35,18894,675
19548,14391,1,32,18843,673
19493,14446,1,31,18789,673
19433,14506,1,31,18732,670
19367,14572,1,31,18668,668
19309,14630,1,26,18617,666
19261,14678,1,26,18570,665
19201,14738,1,26,18511,664
19147,14792,1,26,18457,664
19090,14849,1,26,18401,663
19025,14914,1,26,18338,661
18953,14986,1,26,18269,658
18879,15060,1,26,18198,655
18827,15112,1,26,18147,654
18755,15184,1,25,18077,653
18703,15236,1,25,18025,653
18641,15298,1,25,17964,652
18591,15348,1,25,17915,651
18537,15402,1,25,17863,649
18482,15457,1,25,17809,648
18426,15513,1,25,17754,647
18370,15569,1,25,17700,645
18305,15634,1,25,17639,641
18245,15694,1,25,17580,640
18187,15752,1,25,17523,639
18104,15835,1,25,17441,638
18049,15890,1,25,17388,636
17995,15944,1,25,17336,634
17937,16002,1,25,17280,632
17884,16055,1,25,17229,630
17817,16122,1,25,17163,629
17757,16182,1,25,17107,625
17689,16250,1,25,17041,623
17636,16303,1,25,16990,621
17570,16369,1,25,16927,618
17511,16428,1,25,16869,617
17455,16484,1,25,16818,612
17408,16531,1,25,16773,610
17364,16575,1,25,16733,606
17318,16621,1,25,16688,605
17268,16671,1,25,16638,605
17228,16711,1,25,16598,605
17181,16758,1,25,16553,603
17136,16803,1,25,16510,601
17089,16850,1,25,16465,599
17044,16895,1,25,16422,597
17002,16937,1,25,16381,596
16969,16970,1,25,16349,595
16930,17009,1,25,16311,594
16899,17041,0,26,16282,591
16868,17072,0,13,16265,590
16838,17102,0,13,16237,588
16811,17129,0,13,16212,586
16781,17159,0,13,16184,584
16739,17201,0,13,16142,584
16700,17240,0,13,16104,583
16666,17274,0,13,16071,582
16639,17301,0,13,16044,582
16615,17325,0,13,16024,578
16585,17355,0,13,15995,577
16563,17377,0,13,15974,576
16530,17410,0,13,15942,575
16500,17440,0,13,15913,574
16481,17459,0,13,15896,572
16461,17479,0,13,15876,572
16449,17491,0,13,15864,572
16438,17502,0,13,15853,572
16429,17511,0,13,15845,571
16413,17527,0,13,15829,571
16399,17541,0,13,15815,571
16387,17553,0,13,15804,570
16380,17560,0,13,15798,569
16364,17576,0,13,15784,567
16343,17597,0,7,15770,566
16318,17622,0,7,15745,566
16297,17643,0,7,15725,565
16276,17664,0,7,15705,564
16252,17688,0,4,15685,563
16233,17707,0,4,15666,563
16217,17723,0,4,15651,562
16199,17741,0,4,15633,562
16177,17763,0,1,15614,562
16154,17786,0,1,15591,562
16126,17814,0,1,15566,559
16098,17842,0,1,15541,556
16069,17871,0,0,15513,556
16026,17914,0,0,15471,555
15995,17945,0,0,15440,555
15967,17973,0,0,15412,555
15937,18003,0,0,15385,552
15907,18033,0,0,15357,550
15870,18070,0,0,15321,549
15841,18099,0,0,15294,547
15814,18126,0,0,15269,545
15782,18158,0,0,15237,545
15747,18193,0,0,15205,542
15697,18243,0,0,15158,539
15649,18291,0,0,15112,537
15599,18341,0,0,15063,536
15567,18373,0,0,15031,536
15527,18413,0,0,14993,534
15479,18461,0,0,14946,533
15424,18516,0,0,14893,531
15367,18573,0,0,14838,529
15314,18626,0,0,14786,528
15266,18674,0,0,14739,527
15218,18722,0,0,14694,524
15179,18761,0,0,14656,523
15121,18819,0,0,14601,520
15074,18866,0,0,14556,518
15035,18905,0,0,14519,516
14992,18948,0,0,14477,515
14950,18990,0,0,14435,515
14908,19032,0,0,14395,513
14865,19075,0,0,14355,510
14819,19121,0,0,14313,506
14772,19168,0,0,14269,503
14719,19221,0,0,14216,503
14678,19262,0,0,14177,501
14633,19307,0,0,14132,501
14599,19341,0,0,14099,500
14563,19377,0,0,14064,499
14519,19421,0,0,14020,499
14465,19475,0,0,13966,499
14430,19510,0,0,13932,498
14380,19560,0,0,13884,496
14333,19607,0,0,13839,494
14284,19656,0,0,13792,492
14232,19708,0,0,13743,489
14188,19752,0,0,13700,488
14125,19815,0,0,13638,487
14084,19856,0,0,13599,485
14038,19902,0,0,13553,485
14007,19933,0,0,13522,485
13966,19974,0,0,13482,484
13933,20007,0,0,13450,483
13897,20043,0,0,13416,481
13872,20068,0,0,13391,481
13829,20111,0,0,13349,480
13806,20134,0,0,13326,480
13787,20153,0,0,13308,479
13748,20192,0,0,13273,475
13713,20227,0,0,13238,475
13683,20257,0,0,13209,474
13646,20294,0,0,13174,472
13620,20320,0,0,13150,470
13594,20346,0,0,13125,469
