infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,1,0
3,0,33937,2,1,0
4,0,33936,2,1,1
4,0,33936,2,1,1
4,0,33936,2,1,1
6,0,33934,4,1,1
8,0,33932,5,2,1
12,0,33928,6,3,3
17,0,33923,8,4,5
24,0,33916,8,9,7
30,0,33910,9,13,8
35,0,33905,9,16,10
43,0,33897,10,21,12
51,0,33889,11,26,14
59,0,33881,14,29,16
72,0,33868,16,37,19
86,0,33854,19,44,23
97,0,33843,22,48,27
114,0,33826,26,54,34
133,0,33807,30,62,41
151,0,33789,34,72,45
175,0,33765,40,84,51
199,0,33741,47,97,55
232,0,33708,51,118,63
266,0,33674,64,129,73
314,0,33626,85,142,87
370,0,33570,104,161,105
450,0,33490,121,200,129
536,0,33404,150,228,158
658,0,33282,194,271,193
811,0,33129,236,325,250
988,0,32952,293,393,302
1216,0,32724,365,484,367
1477,0,32463,441,582,454
1804,0,32136,538,725,541
2184,0,31756,648,872,664
2644,0,31296,767,1074,803
3191,0,30749,922,1299,970
3833,0,30107,1136,1548,1149
4582,0,29358,1351,1834,1397
5423,0,28517,1604,2182,1637
6390,0,27550,1892,2578,1920
7423,0,26517,2225,2989,2209
8631,0,25309,2568,3511,2552
9934,0,24006,2976,4033,2925
11388,0,22552,3428,4583,3377
12825,0,21115,3877,5169,3779
14356,0,19584,4319,5789,4248
15892,0,18048,4770,6419,4703
17460,0,16480,5226,7068,5166
19045,0,14895,5723,7687,5635
20785,0,13155,6203,8425,6157
22374,0,11566,6681,9068,6625
23906,0,10034,7141,9709,7056
25182,114,8644,7552,10209,7421
26381,326,7233,7897,10696,7788
27139,715,6086,8118,11011,8010
27435,1299,5206,8205,11127,8103
27168,2220,4552,8120,10988,8060
26787,3156,3997,7994,10833,7960
25856,4492,3592,7685,10468,7703
24411,6225,3304,7273,9874,7264
22485,8393,3062,6721,9056,6708
20650,10553,2737,6161,8332,6157
18115,13300,2525,5386,7340,5389
15692,15865,2383,4645,6383,4664
13250,18423,2267,3880,5421,3949
12175,20150,1615,3560,4994,3621
10429,22079,1432,3019,4293,3117
9707,22860,1373,2817,3992,2898
9703,22866,1371,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9703,23099,1138,2817,3990,2896
9435,23523,982,2756,3875,2804
8906,24185,849,2604,3665,2637
8062,25174,704,2346,3314,2402
6926,26433,581,2002,2859,2065
5286,28213,441,1539,2179,1568
3615,30016,309,1065,1487,1063
1993,31772,175,589,835,569
736,33148,56,214,315,207
8,33930,2,1,3,4
0,33940,0,0,0,0
