infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
3,0,33937,1,1,1
4,0,33936,2,1,1
5,0,33935,2,2,1
6,0,33934,2,3,1
8,0,33932,3,4,1
10,0,33930,4,5,1
14,0,33926,4,9,1
16,0,33924,4,11,1
19,0,33921,6,12,1
24,0,33916,8,15,1
30,0,33910,12,17,1
35,0,33905,16,18,1
45,0,33895,19,25,1
58,0,33882,23,34,1
73,0,33867,31,41,1
93,0,33847,38,54,1
113,0,33827,41,60,12
124,0,33816,52,60,12
132,0,33808,55,65,12
141,0,33799,61,68,12
152,0,33788,67,73,12
166,0,33774,75,79,12
192,0,33748,85,95,12
223,0,33717,98,113,12
270,0,33670,120,138,12
326,0,33614,146,168,12
407,0,33533,176,219,12
520,0,33420,213,289,18
617,0,33323,257,338,22
704,0,33236,292,390,22
819,0,33121,324,417,78
948,0,32992,406,464,78
1085,0,32855,454,533,98
1242,0,32698,528,601,113
1435,0,32505,628,678,129
1647,0,32293,720,798,129
1900,0,32040,826,945,129
2237,0,31703,949,1136,152
2657,0,31283,1116,1372,169
3111,0,30829,1313,1629,169
3712,0,30228,1559,1984,169
4465,0,29475,1845,2451,169
5359,0,28581,2221,2929,209
6334,0,27606,2608,3480,246
7396,0,26544,3035,4046,315
8523,0,25417,3506,4602,415
9631,0,24309,3969,5176,486
10659,0,23281,4415,5679,565
11689,0,22251,4842,6242,605
12700,0,21240,5236,6772,692
13682,127,20131,5673,7291,718
14653,252,19035,6070,7803,780
15781,375,17784,6531,8451,799
16921,498,16521,6963,9117,841
18094,607,15239,7454,9753,887
19342,705,13893,7959,10421,962
20516,821,12603,8476,11029,1011
21599,928,11413,8947,11637,1015
22350,1029,10561,9224,12102,1024
23065,1120,9755,9540,12502,1023
23705,1213,9022,9790,12881,1034
24255,1296,8389,9990,13230,1035
24765,1365,7810,10186,13546,1033
25168,1450,7322,10369,13760,1039
25521,1530,6889,10514,13966,1041
25827,1603,6510,10644,14142,1041
26123,1680,6137,10753,14327,1043
26372,1757,5811,10861,14470,1041
26580,1831,5529,10941,14600,1039
26735,1909,5296,11002,14700,1033
26862,1965,5113,11041,14788,1033
26936,2038,4966,11066,14839,1031
27017,2089,4834,11101,14886,1030
27073,2162,4705,11119,14926,1028
27107,2212,4621,11138,14944,1025
27159,2274,4507,11153,14985,1021
27188,2323,4429,11168,14999,1021
27208,2375,4357,11172,15016,1020
27220,2416,4304,11175,15025,1020
27225,2468,4247,11179,15029,1017
27210,2528,4202,11173,15022,1015
27192,2583,4165,11161,15016,1015
27176,2632,4132,11155,15006,1015
27139,2689,4112,11136,14988,1015
27124,2727,4089,11123,14988,1013
27103,2768,4069,11117,14974,1012
27097,2791,4052,11114,14972,1011
27079,2820,4041,11105,14963,1011
27060,2850,4030,11097,14953,1010
27054,2877,4009,11098,14948,1008
27042,2897,4001,11092,14942,1008
27033,2913,3994,11087,14938,1008
27006,2944,3990,11079,14920,1007
26989,2968,3983,11072,14911,1006
27117,3013,3810,11126,14986,1005
27234,3043,3663,11162,15068,1004
27332,3085,3523,11205,15125,1002
27459,3122,3359,11261,15193,1005
27573,3168,3199,11311,15257,1005
27705,3216,3019,11352,15348,1005
27825,3267,2848,11401,15422,1002
27924,3316,2700,11430,15495,999
28061,3363,2516,11485,15579,997
28182,3413,2345,11528,15657,997
28287,3465,2188,11571,15720,996
28367,3515,2058,11599,15774,994
28491,3580,1869,11643,15855,993
28596,3649,1695,11673,15932,991
28713,3709,1518,11699,16025,989
28781,3777,1382,11711,16084,986
28871,3828,1241,11734,16152,985
28899,3909,1132,11710,16206,983
28901,3992,1047,11649,16272,980
28912,4058,970,11600,16336,976
28942,4128,870,11528,16441,973
28962,4192,786,11443,16548,971
28961,4256,723,11321,16673,967
28971,4323,646,11193,16814,964
28951,4406,583,10909,17079,963
28934,4479,527,10663,17309,962
28904,4554,482,10401,17544,959
28879,4621,440,10201,17720,958
28838,4714,388,9592,18291,955
28782,4810,348,9224,18607,951
28730,4893,317,8830,18949,951
28668,4992,280,8554,19170,944
28605,5087,248,7908,19758,939
28540,5168,232,7462,20146,932
28469,5260,211,7261,20279,929
28390,5356,194,6998,20465,927
28309,5449,182,6736,20647,926
28218,5549,173,6550,20745,923
28148,5625,167,6388,20838,922
28085,5701,154,6289,20876,920
27987,5803,150,6045,21026,916
27916,5879,145,5970,21032,914
27827,5972,141,5865,21050,912
27767,6041,132,5792,21065,910
27679,6134,127,5337,21437,905
27592,6224,124,5231,21459,902
27518,6301,121,5156,21461,901
27428,6397,115,5091,21438,899
27334,6493,113,4796,21640,898
27235,6593,112,4730,21612,893
27131,6698,111,4691,21550,890
27050,6781,109,4663,21501,886
26963,6874,103,4337,21744,882
26858,6982,100,4177,21803,878
26778,7063,99,4106,21794,878
26681,7160,99,4083,21722,876
26603,7241,96,3758,21970,875
26520,7327,93,3646,22001,873
26415,7438,87,3557,21992,866
26321,7534,85,3437,22021,863
26264,7597,79,3214,22187,863
26176,7687,77,3103,22213,860
26101,7762,77,3057,22185,859
26037,7829,74,3048,22132,857
25989,7878,73,2902,22231,856
25929,7940,71,2883,22192,854
25883,7987,70,2851,22178,854
25822,8051,67,2824,22146,852
25762,8115,63,2567,22344,851
25713,8171,56,2497,22367,849
25663,8228,49,2336,22479,848
25607,8287,46,2210,22551,846
25572,8328,40,2099,22627,846
25522,8380,38,2016,22663,843
25478,8428,34,1988,22647,843
25428,8479,33,1930,22656,842
25388,8522,30,1916,22630,842
25336,8575,29,1873,22621,842
25296,8616,28,1855,22602,839
25231,8684,25,1842,22553,836
25201,8717,22,1796,22570,835
25157,8764,19,1756,22567,834
25128,8796,16,1712,22585,831
25096,8828,16,1673,22592,831
25061,8863,16,1672,22558,831
25026,8898,16,1671,22524,831
24980,8944,16,1669,22482,829
24953,8971,16,1668,22457,828
24929,8996,15,1669,22432,828
24908,9017,15,1664,22416,828
24890,9035,15,1664,22398,828
24870,9055,15,1664,22378,828
24856,9069,15,1663,22365,828
24833,9092,15,1663,22343,827
24815,9110,15,1663,22326,826
24802,9123,15,1663,22313,826
24768,9158,14,938,23005,825
24741,9185,14,927,22992,822
24703,9223,14,926,22956,821
24681,9245,14,926,22934,821
24648,9278,14,837,22992,819
24604,9322,14,837,22948,819
24566,9360,14,837,22910,819
24540,9386,14,837,22889,814
24500,9426,14,730,22959,811
24451,9475,14,730,22911,810
24416,9510,14,730,22877,809
24387,9539,14,730,22849,808
24349,9577,14,536,23008,805
24301,9625,14,536,22960,805
24247,9679,14,535,22908,804
24194,9732,14,535,22857,802
24136,9790,14,534,22803,799
24083,9843,14,533,22755,795
24035,9891,14,533,22710,792
23967,9959,14,530,22646,791
23922,10004,14,489,22644,789
23872,10055,13,489,22597,786
23794,10133,13,468,22545,781
23734,10193,13,465,22488,781
23658,10269,13,459,22419,780
23607,10320,13,457,22373,777
23562,10365,13,457,22331,774
23496,10431,13,456,22270,770
23420,10507,13,442,22212,766
23362,10565,13,442,22158,762
23307,10620,13,441,22106,760
23239,10688,13,438,22045,756
23175,10752,13,437,21986,752
23101,10826,13,436,21915,750
23021,10906,13,434,21839,748
22970,10957,13,432,21792,746
22913,11014,13,431,21739,743
22847,11080,13,429,21675,743
22770,11157,13,429,21600,741
22693,11234,13,427,21525,741
22617,11310,13,426,21454,737
22558,11370,12,425,21398,735
22480,11448,12,394,21355,731
22413,11515,12,394,21291,728
22339,11589,12,391,21223,725
22272,11656,12,389,21162,721
22197,11731,12,388,21090,719
22111,11817,12,386,21008,717
22024,11904,12,381,20929,714
21947,11981,12,378,20855,714
21886,12042,12,376,20798,712
21826,12102,12,374,20741,711
21741,12187,12,371,20661,709
21660,12268,12,369,20585,706
21593,12335,12,368,20524,701
21525,12403,12,368,20461,696
21442,12486,12,363,20386,693
21358,12570,12,362,20307,689
21288,12640,12,362,20239,687
21227,12701,12,361,20182,684
21176,12752,12,357,20137,682
21129,12800,11,358,20089,682
21078,12851,11,338,20058,682
21017,12912,11,336,20000,681
20949,12980,11,333,19936,680
20898,13031,11,330,19889,679
20845,13084,11,330,19839,676
20792,13137,11,328,19790,674
20734,13195,11,326,19735,673
20687,13242,11,326,19688,673
20645,13284,11,325,19647,673
20592,13337,11,324,19597,671
20542,13388,10,325,19548,669
20510,13420,10,301,19542,667
20474,13456,10,301,19507,666
20434,13496,10,301,19470,663
20396,13534,10,298,19435,663
20356,13574,10,298,19396,662
20324,13607,9,298,19364,662
20292,13639,9,285,19347,660
20258,13673,9,284,19316,658
20226,13707,7,285,19283,658
20195,13738,7,273,19264,658
20165,13769,6,273,19236,656
20147,13787,6,266,19225,656
20111,13824,5,265,19193,653
20078,13857,5,256,19169,653
20055,13880,5,256,19148,651
20037,13898,5,256,19131,650
20013,13923,4,256,19108,649
19988,13948,4,251,19090,647
19974,13962,4,250,19077,647
19959,13977,4,250,19063,646
19942,13994,4,250,19046,646
19928,14008,4,250,19033,645
19917,14019,4,250,19022,645
19882,14054,4,166,19071,645
19862,14074,4,166,19053,643
19838,14098,4,166,19029,643
19814,14122,4,166,19006,642
19778,14158,4,154,18983,641
19742,14194,4,153,18949,640
19708,14228,4,152,18917,639
19680,14256,4,152,18889,639
19643,14293,4,141,18866,636
19623,14313,4,141,18846,636
19585,14351,4,141,18808,636
19551,14385,4,141,18774,636
19504,14432,4,119,18752,633
19467,14469,4,119,18715,633
19425,14511,4,119,18674,632
19377,14559,4,118,18627,632
19335,14601,4,118,18587,630
19293,14643,4,117,18548,628
19246,14690,4,117,18502,627
19199,14737,4,117,18456,626
19152,14784,4,111,18418,623
19100,14836,4,111,18369,620
19053,14883,4,109,18326,618
19005,14931,4,109,18278,618
18957,14979,4,100,18241,616
18911,15025,4,100,18197,614
18869,15067,4,100,18155,614
18812,15124,4,98,18102,612
18758,15178,4,97,18053,608
18701,15235,4,97,18001,603
18651,15285,4,97,17951,603
18594,15342,4,96,17898,600
18543,15393,4,96,17849,598
18480,15456,4,96,17790,594
18429,15507,4,96,17741,592
18377,15559,4,96,17690,591
18310,15626,4,96,17626,588
18247,15689,4,96,17563,588
18182,15754,4,96,17498,588
18128,15808,4,96,17449,583
18068,15868,4,96,17390,582
18013,15923,4,96,17337,580
17957,15979,4,96,17284,577
17903,16033,4,96,17231,576
17849,16087,4,96,17178,575
17785,16151,4,95,17116,574
17724,16212,4,95,17056,573
17674,16262,4,95,17008,571
17619,16317,4,94,16955,570
17567,16369,4,94,16904,569
17521,16415,4,94,16859,568
17463,16473,4,94,16803,566
17409,16527,4,94,16750,565
17337,16599,4,93,16681,563
17283,16653,4,92,16630,561
17223,16713,4,92,16573,558
17168,16768,4,92,16520,556
17102,16834,4,92,16455,555
17051,16885,4,92,16405,554
16998,16938,4,92,16353,553
16957,16979,4,91,16314,552
16906,17030,4,91,16265,550
16866,17070,4,91,16226,549
16829,17107,4,91,16190,548
16790,17146,4,89,16154,547
16753,17183,4,88,16119,546
16706,17230,4,87,16073,546
16651,17286,3,88,16018,545
16610,17327,3,79,15989,542
16551,17386,3,79,15933,539
16510,17427,3,79,15895,536
16467,17470,3,78,15855,534
16422,17515,3,78,15815,529
16395,17542,3,78,15788,529
16365,17572,3,78,15758,529
16331,17606,3,78,15724,529
16296,17641,3,78,15689,529
16259,17678,3,78,15652,529
16233,17704,3,78,15627,528
16204,17733,3,78,15599,527
16171,17766,3,78,15566,527
16149,17788,3,78,15545,526
16122,17816,2,78,15518,526
16082,17856,2,73,15484,525
16057,17881,2,73,15459,525
16021,17917,2,73,15425,523
15990,17949,1,73,15394,523
15967,17972,1,67,15377,523
15951,17988,1,67,15361,523
15935,18004,1,67,15346,522
15917,18022,1,67,15328,522
15897,18043,0,68,15307,522
15878,18062,0,64,15293,521
15872,18068,0,64,15287,521
15857,18083,0,64,15272,521
15840,18100,0,64,15255,521
15820,18120,0,26,15274,520
15803,18137,0,26,15257,520
15782,18158,0,26,15237,519
15759,18181,0,26,15214,519
15746,18194,0,23,15204,519
15722,18218,0,23,15180,519
15699,18241,0,23,15157,519
15671,18269,0,23,15130,518
15640,18300,0,17,15106,517
15614,18326,0,17,15081,516
15595,18345,0,17,15062,516
15578,18362,0,17,15046,515
15539,18401,0,9,15018,512
15503,18437,0,9,14984,510
15468,18472,0,9,14950,509
15430,18510,0,9,14913,508
15405,18535,0,9,14891,505
15377,18563,0,9,14863,505
15334,18606,0,9,14822,503
15302,18638,0,9,14792,501
15259,18681,0,6,14752,501
15228,18712,0,6,14721,501
15192,18748,0,6,14688,498
15160,18780,0,6,14661,493
15116,18824,0,2,14625,489
15084,18856,0,2,14595,487
15051,18889,0,2,14563,486
15019,18921,0,2,14533,484
14972,18968,0,0,14492,480
14934,19006,0,0,14454,480
14893,19047,0,0,14415,478
14847,19093,0,0,14369,478
14786,19154,0,0,14314,472
14742,19198,0,0,14271,471
14695,19245,0,0,14226,469
14647,19293,0,0,14182,465
14599,19341,0,0,14136,463
14542,19398,0,0,14079,463
14494,19446,0,0,14034,460
14443,19497,0,0,13983,460
14399,19541,0,0,13940,459
14357,19583,0,0,13899,458
14308,19632,0,0,13851,457
14257,19683,0,0,13801,456
14207,19733,0,0,13753,454
14166,19774,0,0,13713,453
14117,19823,0,0,13666,451
14077,19863,0,0,13629,448
14036,19904,0,0,13588,448
13998,19942,0,0,13551,447
13940,20000,0,0,13497,443
13885,20055,0,0,13442,443
13836,20104,0,0,13395,441
13797,20143,0,0,13358,439
13746,20194,0,0,13309,437
13704,20236,0,0,13267,437
13648,20292,0,0,13212,436
13604,20336,0,0,13171,433
13558,20382,0,0,13126,432
13515,20425,0,0,13084,431
13480,20460,0,0,13049,431
13447,20493,0,0,13018,429
13416,20524,0,0,12987,429
13372,20568,0,0,12944,428
13341,20599,0,0,12914,427
13314,20626,0,0,12887,427
13280,20660,0,0,12854,426
13237,20703,0,0,12811,426
13210,20730,0,0,12786,424
13185,20755,0,0,12761,424
13146,20794,0,0,12724,422
13107,20833,0,0,12685,422
13078,20862,0,0,12656,422
