infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
1,0,33940,1,0,0
2,0,33939,2,0,0
4,0,33937,3,1,0
6,0,33935,4,2,0
8,0,33933,6,2,0
11,0,33930,7,4,0
13,0,33928,8,5,0
17,0,33924,8,9,0
21,0,33920,10,11,0
26,0,33915,11,15,0
34,0,33907,14,20,0
43,0,33898,18,25,0
56,0,33885,26,30,0
75,0,33866,35,40,0
101,0,33840,45,55,0
102,0,33839,46,55,1
103,0,33838,47,55,1
105,0,33836,48,56,1
107,0,33834,48,58,1
108,0,33833,48,59,1
108,0,33833,48,59,1
109,0,33832,48,60,1
110,0,33831,49,60,1
113,0,33828,49,63,1
117,0,33824,51,65,1
121,0,33820,53,67,1
127,0,33814,57,69,1
137,0,33804,61,75,1
151,0,33790,67,83,1
170,0,33771,72,97,1
191,0,33750,77,113,1
215,0,33726,82,117,1
230,0,33711,97,117,16
241,0,33700,102,123,16
254,0,33687,106,132,16
272,0,33669,114,142,16
299,0,33642,129,154,16
335,0,33606,144,175,16
383,0,33558,161,206,16
443,0,33498,188,239,16
525,0,33416,226,283,16
636,0,33305,275,345,16
790,0,33151,353,421,16
997,0,32944,423,519,16
1202,0,32739,528,591,54
1413,0,32528,611,686,83
1586,0,32355,702,768,116
1804,0,32137,785,900,116
2039,0,31902,875,1017,119
2337,0,31604,1001,1134,147
2669,0,31272,1164,1289,202
3021,0,30920,1298,1490,215
3425,0,30516,1490,1702,233
3914,0,30027,1665,2016,233
4502,0,29439,1893,2354,233
5173,0,28768,2163,2755,253
5897,0,28044,2443,3192,253
6683,0,27258,2766,3642,259
7511,0,26430,3107,4111,272
8051,0,25890,3302,4439,283
8574,0,25367,3514,4721,300
9118,0,24823,3740,5034,329
9643,0,24298,3946,5318,334
10165,0,23776,4173,5611,366
10653,0,23288,4353,5912,368
11171,0,22770,4566,6188,375
11686,0,22255,4754,6464,403
12386,0,21555,5035,6831,454
13078,0,20863,5357,7187,506
13753,0,20188,5630,7552,519
14388,0,19553,5876,7909,557
14832,0,19109,6065,8152,579
15251,0,18690,6248,8384,592
15655,0,18286,6419,8610,597
16079,0,17862,6598,8851,604
16437,0,17504,6750,9038,606
16811,0,17130,6911,9241,624
17158,0,16783,7069,9421,635
17479,0,16462,7198,9611,644
17691,0,16250,7281,9739,646
17932,0,16009,7382,9876,647
18129,0,15812,7457,9994,650
18304,0,15637,7529,10094,653
18385,0,15556,7562,10142,656
18452,0,15489,7595,10176,656
18532,0,15409,7628,10221,656
18609,0,15332,7662,10264,658
18644,0,15297,7674,10287,658
18685,0,15256,7690,10312,658
18723,0,15218,7701,10338,658
18765,0,15176,7717,10363,659
18803,0,15138,7739,10379,660
18831,0,15110,7752,10394,660
18862,0,15079,7763,10413,660
18896,0,15045,7779,10431,661
18941,0,15000,7799,10456,671
18976,0,14965,7807,10483,671
19010,0,14931,7815,10508,671
19046,0,14895,7836,10523,672
19116,0,14825,7861,10568,675
19184,0,14757,7884,10610,675
19247,0,14694,7907,10650,678
19304,0,14637,7924,10690,678
19387,0,14554,7964,10733,679
19481,0,14460,8001,10790,679
19593,0,14348,8048,10850,679
19692,52,14197,8091,10906,684
19898,133,13910,8180,11024,691
20114,196,13631,8263,11157,690
20343,270,13328,8356,11290,691
20579,343,13019,8445,11432,692
20870,417,12654,8582,11585,700
21174,489,12278,8705,11755,698
21509,569,11863,8839,11948,713
21908,625,11408,9009,12171,721
22393,724,10824,9193,12456,726
22873,798,10270,9363,12748,742
23349,888,9704,9551,13002,760
23831,964,9146,9753,13267,791
24448,1045,8448,10010,13599,810
25042,1140,7759,10264,13931,837
25632,1232,7077,10507,14253,844
26192,1325,6424,10733,14581,865
26727,1438,5776,10939,14886,874
27192,1552,5197,11148,15118,897
27581,1658,4702,11332,15324,920
27909,1776,4256,11467,15522,918
28201,1873,3867,11588,15695,917
28467,1984,3490,11697,15850,914
28702,2083,3156,11768,16013,916
28887,2161,2893,11834,16131,916
29028,2266,2647,11876,16233,915
29130,2366,2445,11908,16304,916
29241,2459,2241,11918,16407,915
29314,2571,2056,11914,16485,915
29373,2677,1891,11912,16548,913
29416,2758,1767,11895,16614,907
29414,2848,1679,11882,16629,903
29410,2950,1581,11846,16664,899
29424,3062,1455,11796,16728,898
29416,3166,1359,11735,16784,897
29392,3268,1281,11686,16812,894
