infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
2,0,33939,2,0,0
3,0,33938,2,1,0
4,0,33937,3,1,0
4,0,33937,3,1,0
5,0,33936,4,1,0
7,0,33934,4,3,0
8,0,33933,4,4,0
10,0,33931,5,5,0
12,0,33929,7,5,0
16,0,33925,7,9,0
18,0,33923,7,11,0
24,0,33917,9,15,0
26,0,33915,9,17,0
29,0,33912,11,18,0
35,0,33906,13,22,0
44,0,33897,15,29,0
57,0,33884,20,37,0
72,0,33869,25,47,0
86,0,33855,33,53,0
110,0,33831,39,61,0
120,0,33821,49,61,10
127,0,33814,51,66,10
138,0,33803,54,74,10
150,0,33791,58,82,10
163,0,33778,59,94,10
176,0,33765,62,104,10
191,0,33750,71,110,10
212,0,33729,82,120,10
239,0,33702,90,139,10
283,0,33658,107,166,10
329,0,33612,128,191,10
395,0,33546,158,227,10
478,0,33463,189,279,10
590,0,33351,234,346,10
721,0,33220,269,415,10
887,0,33054,332,470,37
1045,0,32896,416,529,84
1210,0,32731,469,595,100
1389,0,32552,573,670,145
1588,0,32353,648,773,146
1807,0,32134,753,887,167
2064,112,31765,840,1030,167
2343,311,31287,956,1194,192
2673,657,30611,1094,1388,191
3041,1253,29647,1243,1610,188
3431,2201,28309,1417,1832,182
3788,3583,26570,1551,2059,178
4044,5536,24361,1650,2232,162
4124,8248,21569,1685,2294,145
3969,11623,18349,1603,2219,122
3432,15528,14981,1374,1939,116
3021,18973,11947,1210,1712,99
2017,23512,8412,820,1128,67
901,27654,5386,363,515,23
172,30248,3521,52,113,7
61,31245,2635,21,37,3
58,31253,2630,20,36,2
58,31253,2630,20,36,2
58,31253,2630,20,36,2
58,31459,2424,20,36,2
58,31459,2424,20,36,2
58,31459,2424,20,36,2
58,31459,2424,20,36,2
58,31625,2258,20,36,2
58,31625,2258,20,36,2
58,31625,2258,20,36,2
58,31625,2258,20,36,2
58,33197,686,20,36,2
58,33560,323,20,36,2
58,33560,323,20,36,2
58,33560,323,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
58,33568,315,20,36,2
0,33941,0,0,0,0
0,33941,0,0,0,0
0,33941,0,0,0,0
0,33941,0,0,0,0
0,33941,0,0,0,0
0,33941,0,0,0,0
