infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
3,0,33937,1,1,1
4,0,33936,2,1,1
5,0,33935,2,2,1
6,0,33934,2,3,1
8,0,33932,2,5,1
9,0,33931,3,5,1
9,0,33931,3,5,1
11,0,33929,5,5,1
13,0,33927,6,6,1
16,0,33924,8,7,1
21,0,33919,10,10,1
26,0,33914,13,12,1
37,0,33903,17,19,1
50,0,33890,23,26,1
61,0,33879,24,36,1
82,0,33858,32,49,1
105,0,33835,37,64,4
108,0,33832,40,64,4
111,0,33829,42,65,4
114,0,33826,43,67,4
118,0,33822,44,70,4
124,0,33816,45,75,4
128,0,33812,47,77,4
135,0,33805,51,80,4
147,0,33793,55,88,4
163,0,33777,65,94,4
184,0,33756,71,109,4
213,0,33727,86,123,4
248,0,33692,105,139,4
299,0,33641,123,172,4
367,0,33573,151,212,4
457,0,33483,165,239,53
506,0,33434,214,239,53
548,0,33392,236,259,53
602,0,33338,258,291,53
680,0,33260,288,339,53
771,0,33169,326,392,53
889,0,33051,377,459,53
1050,0,32890,459,538,53
1269,0,32671,550,666,53
1542,0,32398,659,830,53
1901,0,32039,798,1050,53
2362,0,31578,978,1331,53
2940,0,31000,1204,1643,93
3606,0,30334,1455,1977,174
4324,0,29616,1735,2263,326
4922,0,29018,2043,2489,390
5467,0,28473,2289,2766,412
6090,0,27850,2520,3080,490
6712,109,27119,2849,3374,489
7415,323,26202,3126,3772,517
8141,694,25105,3418,4187,536
8852,1277,23811,3697,4567,588
9491,2170,22279,3990,4905,596
10082,3272,20586,4196,5319,567
10419,4893,18628,4337,5549,533
10541,6973,16426,4385,5661,495
10305,9432,14203,4287,5577,441
9982,11332,12626,4154,5422,406
8982,14039,10919,3758,4877,347
7740,16735,9465,3225,4219,296
6445,19259,8236,2683,3515,247
5345,21544,7051,2233,2893,219
4211,23577,6152,1752,2277,182
3539,24837,5564,1472,1903,164
3500,24922,5518,1457,1879,164
3500,25616,4824,1457,1879,164
3500,25616,4824,1457,1879,164
3500,25616,4824,1457,1879,164
3500,25616,4824,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3500,25849,4591,1457,1879,164
3290,26758,3892,1361,1779,150
2755,28118,3067,1138,1497,120
2037,29681,2222,855,1098,84
1244,31319,1377,517,682,45
434,32942,564,169,253,12
18,33886,36,6,11,1
0,33940,0,0,0,0
