infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
1,0,33940,1,0,0
1,0,33940,1,0,0
1,0,33940,1,0,0
2,0,33939,1,1,0
2,0,33939,1,1,0
3,0,33938,2,1,0
3,0,33938,2,1,0
3,0,33938,2,1,0
3,0,33938,2,1,0
4,0,33937,3,1,0
5,0,33936,4,1,0
7,0,33934,4,3,0
8,0,33933,5,3,0
10,0,33931,6,4,0
14,0,33927,7,7,0
20,0,33921,8,12,0
26,0,33915,10,16,0
32,0,33909,13,19,0
43,0,33898,18,25,0
54,0,33887,21,33,0
65,0,33876,26,39,0
78,0,33863,29,49,0
96,0,33845,37,59,0
121,0,33820,39,61,0
142,0,33799,60,61,21
157,0,33784,66,70,21
174,0,33767,76,77,21
201,0,33740,85,95,21
232,0,33709,100,111,21
271,0,33670,119,131,21
332,0,33609,147,164,21
410,0,33531,176,213,21
507,0,33434,216,270,21
637,0,33304,261,355,21
799,0,33142,320,458,21
995,0,32946,401,573,21
1245,0,32696,471,699,21
1484,0,32457,577,780,75
1700,0,32241,701,871,126
1907,0,32034,774,989,128
2120,0,31821,862,1114,144
2378,0,31563,967,1246,144
2675,0,31266,1087,1420,165
2993,0,30948,1229,1594,168
3366,0,30575,1358,1778,170
3775,0,30166,1544,1984,230
4242,0,29699,1738,2257,246
4815,0,29126,1990,2567,247
5502,0,28439,2267,2977,258
6307,0,27634,2580,3455,258
7179,0,26762,2931,3972,272
8188,0,25753,3317,4553,275
9234,0,24707,3741,5119,315
10320,0,23621,4197,5703,371
11484,0,22457,4694,6357,418
12610,0,21331,5119,6993,431
13811,0,20130,5600,7636,491
15004,0,18937,6083,8243,570
16196,0,17745,6583,8868,670
16878,0,17063,6871,9246,721
17633,0,16308,7188,9671,737
18337,0,15604,7465,10077,750
19077,0,14864,7775,10457,771
19711,0,14230,8051,10798,817
20320,0,13621,8289,11154,834
20848,0,13093,8510,11450,848
21321,0,12620,8708,11701,862
21894,0,12047,8953,12004,882
22426,0,11515,9176,12302,909
22887,0,11054,9382,12548,919
23388,0,10553,9585,12831,929
23699,0,10242,9721,12999,941
23974,0,9967,9841,13154,949
24209,0,9732,9930,13300,949
24443,0,9498,10029,13429,949
24638,0,9303,10110,13543,954
24825,0,9116,10184,13654,955
24998,0,8943,10256,13755,957
25175,0,8766,10336,13850,957
25285,0,8656,10382,13907,959
25390,0,8551,10428,13966,966
25480,0,8461,10464,14019,966
25567,0,8374,10503,14067,967
25624,0,8317,10527,14100,967
25673,0,8268,10549,14126,967
25717,0,8224,10563,14156,968
25753,0,8188,10580,14175,968
25784,0,8157,10595,14191,968
25815,0,8126,10613,14204,968
25839,0,8102,10623,14218,968
25857,0,8084,10628,14231,968
25877,0,8064,10634,14244,968
25899,0,8042,10643,14255,968
25922,0,8019,10654,14267,969
25943,0,7998,10661,14281,969
26032,0,7909,10707,14324,990
26115,0,7826,10744,14370,991
26192,0,7749,10773,14417,991
26274,0,7667,10804,14467,992
26397,0,7544,10857,14535,997
26517,0,7424,10893,14618,999
26641,0,7300,10938,14691,1000
26774,0,7167,10992,14770,1006
26958,0,6983,11066,14877,1008
27145,0,6796,11146,14983,1011
27339,0,6602,11217,15104,1012
27530,0,6411,11294,15218,1014
27839,0,6102,11409,15410,1016
28145,0,5796,11522,15595,1018
28427,0,5514,11633,15763,1026
28706,0,5235,11735,15934,1029
29049,0,4892,11879,16133,1035
29336,0,4605,11998,16298,1035
29610,0,4331,12107,16463,1038
29860,0,4081,12204,16611,1038
30149,0,3792,12333,16769,1043
30438,0,3503,12460,16930,1045
30681,0,3260,12558,17073,1046
30911,0,3030,12660,17201,1048
31184,0,2757,12773,17358,1048
31434,0,2507,12875,17504,1051
31632,0,2309,12943,17630,1053
31831,0,2110,13017,17744,1057
32025,0,1916,13088,17862,1068
32185,0,1756,13102,18007,1073
32341,0,1600,13108,18156,1074
32485,0,1456,13106,18302,1075
32625,0,1316,13069,18478,1075
32725,0,1216,12996,18651,1076
32817,0,1124,12862,18875,1076
32897,0,1044,12729,19088,1078
32979,0,962,12631,19268,1078
33040,0,901,12507,19453,1078
33097,0,844,12418,19599,1078
33144,0,797,12285,19775,1078
33197,0,744,12151,19962,1082
33228,0,713,11950,20194,1082
33256,0,685,11848,20324,1082
33168,119,654,11706,20380,1080
33084,233,624,11468,20535,1079
