infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,2,0,0
3,0,33937,2,1,0
4,0,33936,2,1,1
5,0,33935,2,1,2
5,0,33935,2,1,2
6,0,33934,2,2,2
7,0,33933,2,2,3
8,0,33932,2,2,4
10,0,33930,3,2,5
11,0,33929,4,2,5
14,0,33926,6,3,5
18,0,33922,7,5,6
22,0,33918,8,7,7
28,0,33912,8,12,8
34,0,33906,10,14,10
42,0,33898,11,17,14
52,0,33888,14,22,16
60,0,33880,14,26,20
68,0,33872,16,30,22
79,0,33861,19,33,27
92,0,33848,24,37,31
110,0,33830,29,46,35
133,0,33807,33,54,46
159,0,33781,38,65,56
187,0,33753,48,76,63
226,0,33714,59,93,74
276,0,33664,72,116,88
330,0,33610,90,141,99
405,0,33535,115,171,119
498,0,33442,140,209,149
601,0,33339,167,248,186
732,0,33208,202,304,226
891,0,33049,248,367,276
1081,0,32859,300,449,332
1305,0,32635,367,534,404
1587,0,32353,450,648,489
1930,0,32010,548,789,593
2321,0,31619,676,939,706
2801,0,31139,827,1126,848
3359,0,30581,990,1353,1016
4039,0,29901,1195,1617,1227
4793,0,29147,1424,1901,1468
5642,0,28298,1664,2252,1726
6599,0,27341,1973,2632,1994
7684,0,26256,2298,3071,2315
8811,0,25129,2626,3510,2675
9966,108,23866,2967,3974,3025
11205,225,22510,3337,4452,3416
12453,336,21151,3717,4967,3769
13752,455,19733,4110,5499,4143
15084,550,18306,4524,6009,4551
16537,662,16741,4980,6590,4967
17974,765,15201,5419,7142,5413
19470,870,13600,5841,7769,5860
20896,978,12066,6259,8359,6278
22360,1100,10480,6716,8946,6698
23649,1217,9074,7103,9467,7079
24779,1325,7836,7464,9902,7413
25753,1427,6760,7751,10308,7694
26357,1506,6077,7935,10547,7875
26839,1588,5513,8088,10732,8019
27210,1664,5066,8198,10870,8142
27491,1753,4696,8277,10984,8230
27776,1843,4321,8361,11103,8312
27995,1924,4021,8432,11188,8375
28134,2013,3793,8480,11242,8412
28228,2087,3625,8517,11274,8437
28426,2172,3342,8572,11375,8479
28562,2240,3138,8606,11444,8512
28661,2320,2959,8647,11475,8539
28712,2394,2834,8659,11499,8554
28799,2441,2700,8689,11527,8583
28834,2492,2614,8700,11541,8593
28871,2557,2512,8714,11556,8601
28894,2602,2444,8715,11567,8612
28893,2648,2399,8711,11575,8607
28892,2695,2353,8707,11570,8615
28886,2745,2309,8706,11567,8613
28859,2802,2279,8693,11555,8611
28827,2854,2259,8683,11540,8604
28797,2900,2243,8672,11525,8600
28761,2955,2224,8660,11511,8590
28722,3009,2209,8645,11500,8577
28697,3042,2201,8635,11487,8575
28673,3077,2190,8634,11470,8569
28637,3120,2183,8618,11456,8563
28600,3163,2177,8610,11438,8552
28577,3191,2172,8605,11429,8543
28564,3210,2166,8600,11425,8539
28545,3232,2163,8598,11415,8532
28528,3253,2159,8592,11410,8526
28511,3271,2158,8589,11403,8519
28495,3291,2154,8583,11396,8516
28474,3313,2153,8578,11386,8510
28454,3336,2150,8572,11378,8504
28601,3371,1968,8608,11444,8549
28749,3411,1780,8645,11505,8599
28854,3440,1646,8680,11540,8634
28960,3471,1509,8720,11582,8658
29061,3518,1361,8743,11623,8695
29159,3552,1229,8774,11662,8723
29232,3597,1111,8792,11690,8750
29280,3656,1004,8809,11706,8765
29330,3700,910,8828,11729,8773
29387,3755,798,8846,11753,8788
29407,3805,728,8845,11765,8797
29440,3849,651,8862,11779,8799
29436,3928,576,8863,11775,8798
29468,3989,483,8873,11789,8806
29467,4053,420,8879,11786,8802
29458,4115,367,8877,11781,8800
29423,4193,324,8872,11768,8783
29435,4239,266,8874,11785,8776
29400,4301,239,8864,11773,8763
29366,4366,208,8857,11753,8756
29301,4452,187,8838,11730,8733
29241,4531,168,8817,11711,8713
29197,4590,153,8804,11697,8696
29145,4660,135,8785,11676,8684
29077,4742,121,8756,11652,8669
29001,4829,110,8734,11623,8644
28932,4906,102,8713,11595,8624
28859,4986,95,8696,11566,8597
28787,5068,85,8674,11533,8580
28715,5148,77,8651,11504,8560
28633,5238,69,8630,11468,8535
28561,5316,63,8605,11444,8512
28481,5402,57,8572,11420,8489
28372,5514,54,8542,11377,8453
28288,5602,50,8515,11344,8429
28188,5704,48,8487,11300,8401
28107,5786,47,8464,11263,8380
28033,5861,46,8444,11230,8359
27944,5950,46,8424,11185,8335
27849,6046,45,8394,11142,8313
27762,6133,45,8376,11101,8285
27664,6231,45,8339,11073,8252
27592,6305,43,8320,11039,8233
27493,6404,43,8292,10999,8202
27402,6496,42,8267,10962,8173
27322,6577,41,8241,10931,8150
27236,6663,41,8214,10890,8132
27141,6758,41,8188,10856,8097
27051,6849,40,8160,10824,8067
26955,6945,40,8133,10779,8043
26871,7029,40,8114,10743,8014
26794,7107,39,8085,10718,7991
26686,7216,38,8051,10675,7960
26611,7291,38,8027,10647,7937
26510,7392,38,7998,10606,7906
26416,7486,38,7969,10570,7877
26321,7581,38,7934,10529,7858
26245,7657,38,7909,10495,7841
26157,7746,37,7874,10462,7821
26063,7840,37,7848,10420,7795
26008,7896,36,7830,10400,7778
25935,7970,35,7805,10364,7766
25876,8031,33,7786,10331,7759
25810,8097,33,7761,10307,7742
25744,8163,33,7742,10280,7722
25688,8219,33,7725,10262,7701
25628,8280,32,7702,10239,7687
25567,8342,31,7688,10202,7677
25508,8404,28,7671,10176,7661
25449,8463,28,7650,10152,7647
25391,8523,26,7632,10131,7628
25329,8586,25,7607,10108,7614
25285,8630,25,7599,10090,7596
25244,8677,19,7583,10078,7583
25192,8730,18,7568,10054,7570
25154,8769,17,7559,10035,7560
25106,8817,17,7542,10018,7546
25065,8861,14,7526,10000,7539
25022,8905,13,7513,9980,7529
24966,8961,13,7498,9955,7513
24919,9009,12,7486,9938,7495
24878,9050,12,7475,9920,7483
24839,9089,12,7472,9898,7469
24795,9133,12,7459,9886,7450
24756,9173,11,7449,9870,7437
24724,9206,10,7438,9856,7430
24690,9240,10,7422,9846,7422
24654,9276,10,7411,9834,7409
24641,9289,10,7408,9827,7406
24618,9312,10,7404,9816,7398
