infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
3,0,33937,2,0,1
3,0,33937,2,0,1
4,0,33936,3,0,1
5,0,33935,3,1,1
6,0,33934,4,1,1
8,0,33932,4,3,1
9,0,33931,4,4,1
11,0,33929,5,5,1
14,0,33926,6,7,1
19,0,33921,7,11,1
23,0,33917,10,12,1
29,0,33911,12,16,1
35,0,33905,15,19,1
43,0,33897,17,25,1
52,0,33888,19,32,1
64,0,33876,23,40,1
75,0,33865,28,46,1
92,0,33848,38,53,1
117,0,33823,42,57,1
134,0,33806,59,57,18
149,0,33791,66,65,18
167,0,33773,74,75,18
196,0,33744,82,96,18
225,0,33715,94,113,18
256,0,33684,109,129,18
300,0,33640,125,157,18
363,0,33577,153,192,18
443,0,33497,189,236,18
560,0,33380,235,307,18
702,0,33238,289,395,18
885,0,33055,353,486,18
1096,0,32844,455,587,46
1329,0,32611,531,714,54
1557,101,32282,638,807,83
1778,311,31851,744,917,112
1978,664,31298,813,1027,113
2190,1237,30513,876,1137,135
2413,2090,29437,992,1249,171
2593,3334,28013,1063,1366,164
2778,4975,26187,1111,1467,152
2897,7078,23965,1160,1509,179
2860,9667,21413,1198,1465,191
2927,12040,18973,1235,1516,175
2628,15495,15817,1145,1355,127
2164,18597,13179,925,1140,99
1622,21401,10917,683,864,70
1264,23794,8882,532,678,52
623,26692,6625,259,338,26
170,28717,5053,74,90,6
36,29367,4537,17,18,1
36,30470,3434,17,18,1
36,30493,3411,17,18,1
36,30493,3411,17,18,1
36,30493,3411,17,18,1
36,31703,2201,17,18,1
36,31756,2148,17,18,1
36,31756,2148,17,18,1
36,31756,2148,17,18,1
36,32448,1456,17,18,1
36,32448,1456,17,18,1
36,32448,1456,17,18,1
36,32448,1456,17,18,1
36,32768,1136,17,18,1
36,32768,1136,17,18,1
36,32768,1136,17,18,1
36,32768,1136,17,18,1
36,33462,442,17,18,1
36,33462,442,17,18,1
36,33462,442,17,18,1
36,33462,442,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
36,33695,209,17,18,1
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
