infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
3,0,33937,1,1,1
4,0,33936,1,1,2
5,0,33935,1,2,2
6,0,33934,1,2,3
7,0,33933,2,2,3
8,0,33932,3,2,3
11,0,33929,3,4,4
12,0,33928,4,4,4
15,0,33925,6,4,5
18,0,33922,8,4,6
26,0,33914,12,7,7
31,0,33909,12,9,10
41,0,33899,16,12,13
53,0,33887,19,17,17
66,0,33874,23,21,22
81,0,33859,26,26,29
100,0,33840,29,36,35
120,0,33820,34,41,45
140,0,33800,40,46,54
166,0,33774,49,58,59
198,0,33742,55,74,69
241,0,33699,59,94,88
281,0,33659,71,110,100
324,0,33616,81,133,110
385,0,33555,96,153,136
448,0,33492,109,183,156
525,0,33415,139,217,169
638,0,33302,177,254,207
775,0,33165,232,302,241
941,0,32999,286,365,290
1160,0,32780,351,465,344
1425,0,32515,426,569,430
1733,0,32207,522,687,524
2121,0,31819,634,843,644
2569,0,31371,771,1028,770
3083,0,30857,915,1222,946
3685,0,30255,1102,1450,1133
4391,0,29549,1319,1721,1351
5214,0,28726,1571,2056,1587
6126,0,27814,1859,2402,1865
7148,0,26792,2162,2816,2170
8215,0,25725,2494,3242,2479
9434,0,24506,2885,3735,2814
10725,0,23215,3262,4299,3164
12019,121,21800,3675,4784,3560
13263,341,20336,4026,5284,3953
14532,707,18701,4416,5776,4340
15626,1275,17039,4713,6255,4658
16534,2158,15248,5001,6609,4924
17057,3435,13448,5154,6807,5096
17419,4987,11534,5290,6911,5218
17030,7127,9783,5164,6747,5119
15995,9684,8261,4879,6337,4779
14296,12614,7030,4374,5652,4270
13502,14759,5679,4136,5338,4028
10950,18290,4700,3341,4333,3276
8643,21308,3989,2624,3420,2599
6363,24070,3507,1950,2506,1907
5290,25942,2708,1617,2086,1587
3592,28059,2289,1087,1417,1088
2577,29334,2029,776,1032,769
2500,29429,2011,750,1002,748
2500,29749,1691,750,1002,748
2500,29749,1691,750,1002,748
2500,29749,1691,750,1002,748
2500,29749,1691,750,1002,748
2500,30443,997,750,1002,748
2500,30443,997,750,1002,748
2500,30443,997,750,1002,748
2500,30443,997,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
2500,30676,764,750,1002,748
1611,31904,425,492,621,498
486,33285,169,146,194,146
3,33936,1,1,2,0
0,33940,0,0,0,0
0,33940,0,0,0,0
0,33940,0,0,0,0
