infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
2,0,33938,1,0,1
3,0,33937,2,0,1
5,0,33935,3,1,1
7,0,33933,3,3,1
8,0,33932,3,4,1
9,0,33931,3,5,1
11,0,33929,3,7,1
13,0,33927,3,9,1
15,0,33925,3,11,1
15,0,33925,3,11,1
18,0,33922,5,12,1
23,0,33917,6,16,1
27,0,33913,8,18,1
34,0,33906,9,24,1
39,0,33901,10,28,1
47,0,33893,12,34,1
56,0,33884,13,42,1
66,0,33874,14,51,1
77,0,33863,18,58,1
90,0,33850,20,69,1
105,0,33835,22,77,1
110,0,33830,27,77,6
114,0,33826,27,81,6
118,0,33822,30,82,6
124,0,33816,32,86,6
131,0,33809,35,90,6
142,0,33798,38,98,6
153,0,33787,40,107,6
167,0,33773,46,115,6
188,0,33752,59,123,6
218,0,33722,72,140,6
261,0,33679,88,167,6
315,0,33625,107,202,6
381,0,33559,131,244,6
467,0,33473,162,274,6
540,0,33400,204,296,31
598,0,33342,231,327,40
666,0,33274,256,366,40
725,0,33215,279,402,44
792,0,33148,300,448,44
881,0,33059,330,507,44
987,0,32953,364,565,44
1109,0,32831,418,633,58
1263,0,32677,478,727,58
1468,0,32472,552,858,58
1721,0,32219,643,1020,58
2043,0,31897,773,1208,58
2450,0,31490,916,1435,62
2899,0,31041,1087,1634,99
3432,0,30508,1332,1907,178
3975,0,29965,1538,2200,193
4580,0,29360,1796,2520,235
5291,0,28649,2045,2877,264
5984,0,27956,2348,3222,365
6650,0,27290,2636,3580,411
7383,0,26557,2926,3993,429
8239,0,25701,3258,4480,461
9216,0,24724,3660,5039,495
9906,92,23942,3951,5431,510
10631,255,23054,4259,5825,516
11383,538,22019,4547,6296,533
12044,1028,20868,4823,6660,527
12619,1726,19595,5067,6996,534
12901,2752,18287,5169,7187,524
12842,4172,16926,5141,7169,507
12314,6044,15582,4926,6880,481
11748,7871,14321,4729,6555,455
10564,10347,13029,4247,5912,398
9005,12998,11937,3660,4996,342
7482,15465,10993,3010,4171,294
6407,17395,10138,2555,3580,265
5319,19120,9501,2130,2950,232
4802,20032,9106,1900,2676,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
4791,20053,9096,1896,2669,219
5001,20092,8847,1990,2785,225
5197,20169,8574,2064,2907,225
5403,20322,8215,2139,3040,223
5552,20591,7797,2215,3117,219
5695,21065,7180,2286,3201,207
5660,21775,6505,2274,3189,196
5453,22780,5707,2177,3086,185
4996,24118,4826,2007,2823,165
4224,25958,3758,1693,2400,127
3230,27965,2745,1300,1831,98
2183,30008,1749,870,1250,62
1263,31739,938,495,739,29
300,33322,318,110,187,3
0,33940,0,0,0,0
