infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
2,0,33938,1,0,1
2,0,33938,1,0,1
3,0,33937,1,1,1
4,0,33936,1,2,1
5,0,33935,2,2,1
6,0,33934,3,2,1
6,0,33934,3,2,1
6,0,33934,3,2,1
8,0,33932,4,3,1
10,0,33930,5,4,1
15,0,33925,7,7,1
21,0,33919,8,12,1
26,0,33914,8,17,1
32,0,33908,10,21,1
36,0,33904,12,23,1
45,0,33895,13,31,1
52,0,33888,15,36,1
64,0,33876,18,45,1
76,0,33864,21,54,1
93,0,33847,26,66,1
110,0,33830,29,70,1
120,0,33820,39,70,11
127,0,33813,44,72,11
138,0,33802,47,80,11
147,0,33793,51,85,11
159,0,33781,55,93,11
175,0,33765,62,102,11
200,0,33740,74,115,11
231,0,33709,90,130,11
271,0,33669,105,155,11
333,0,33607,133,189,11
412,0,33528,166,235,11
518,0,33422,206,301,11
649,0,33291,248,362,11
809,0,33131,328,427,39
983,0,32957,396,504,54
1149,0,32791,479,573,83
1310,0,32630,536,647,97
1461,0,32479,610,724,127
1640,0,32300,675,838,127
1857,0,32083,766,952,127
2131,0,31809,898,1094,139
2485,0,31455,1033,1313,139
2932,0,31008,1195,1598,139
3497,0,30443,1419,1922,139
4197,0,29743,1679,2310,156
4945,0,28995,1988,2726,205
5810,0,28130,2360,3197,230
6795,0,27145,2732,3723,250
7881,119,25940,3154,4280,330
8972,336,24632,3638,4849,438
10001,706,23233,4039,5403,472
10985,1317,21638,4482,5886,537
11836,2196,19908,4857,6309,592
12507,3337,18096,5131,6620,636
12754,4955,16231,5254,6716,690
12611,7006,14323,5243,6618,704
12077,9512,12351,5029,6352,652
11550,11444,10946,4793,6109,630
10299,14133,9508,4237,5517,530
8776,16906,8258,3601,4716,445
7265,19420,7255,2987,3912,352
6049,21678,6213,2460,3281,294
4809,23677,5454,1954,2596,245
4085,24920,4935,1665,2180,226
4045,24991,4904,1649,2159,223
4045,25685,4210,1649,2159,223
4045,25685,4210,1649,2159,223
4045,25685,4210,1649,2159,223
4045,25685,4210,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
4045,25918,3977,1649,2159,223
3793,26853,3294,1548,2029,215
3124,28214,2602,1286,1669,166
2251,29787,1902,912,1220,119
1334,31455,1151,541,731,62
445,33035,460,183,240,22
7,33906,27,2,4,1
0,33940,0,0,0,0
