infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
1,0,33939,1,0,0
2,0,33938,2,0,0
4,0,33936,2,1,1
5,0,33935,2,1,2
7,0,33933,2,2,3
9,0,33931,3,2,4
12,0,33928,5,2,5
17,0,33923,7,4,6
24,0,33916,10,8,6
33,0,33907,14,11,8
45,0,33895,15,16,14
54,0,33886,19,17,18
70,0,33870,25,20,25
93,0,33847,35,29,29
123,0,33817,42,44,37
157,0,33783,50,59,48
192,0,33748,61,73,58
242,0,33698,72,98,72
293,0,33647,91,116,86
368,0,33572,108,149,111
458,0,33482,132,189,137
563,0,33377,167,225,171
693,0,33247,211,275,207
858,0,33082,255,339,264
1059,0,32881,307,417,335
1297,0,32643,395,489,413
1600,0,32340,478,622,500
1956,0,31984,588,765,603
2399,0,31541,712,943,744
2924,0,31016,867,1142,915
3544,0,30396,1073,1383,1088
4286,0,29654,1278,1692,1316
5138,0,28802,1564,1992,1582
6042,0,27898,1852,2334,1856
7063,0,26877,2162,2724,2177
8221,0,25719,2509,3189,2523
9387,0,24553,2878,3663,2846
10188,0,23752,3132,3962,3094
10990,0,22950,3398,4268,3324
11831,0,22109,3657,4606,3568
12628,97,21215,3883,4914,3831
13341,189,20410,4094,5190,4057
14073,266,19601,4315,5471,4287
14777,366,18797,4534,5725,4518
15561,446,17933,4770,6040,4751
16298,522,17120,5002,6321,4975
17029,590,16321,5225,6634,5170
17742,684,15514,5437,6906,5399
18429,780,14731,5640,7195,5594
18848,843,14249,5768,7374,5706
19248,901,13791,5895,7525,5828
19643,946,13351,6015,7686,5942
19995,992,12953,6135,7813,6047
20295,1059,12586,6227,7939,6129
20535,1123,12282,6292,8040,6203
20764,1194,11982,6360,8131,6273
20933,1262,11745,6412,8196,6325
21052,1310,11578,6441,8238,6373
21131,1363,11446,6461,8277,6393
21219,1412,11309,6488,8317,6414
21284,1474,11182,6508,8345,6431
21297,1522,11121,6518,8343,6436
21312,1565,11063,6523,8350,6439
21330,1603,11007,6528,8356,6446
21323,1660,10957,6525,8354,6444
21317,1692,10931,6519,8355,6443
21303,1724,10913,6518,8354,6431
21282,1757,10901,6506,8350,6426
21267,1794,10879,6499,8348,6420
21252,1819,10869,6497,8340,6415
21233,1846,10861,6490,8336,6407
21217,1869,10854,6486,8329,6402
21207,1893,10840,6480,8327,6400
21384,1942,10614,6524,8397,6463
21575,1981,10384,6585,8463,6527
21769,2019,10152,6650,8535,6584
21938,2063,9939,6703,8598,6637
22150,2118,9672,6770,8665,6715
22362,2174,9404,6839,8754,6769
22582,2212,9146,6903,8852,6827
22806,2256,8878,6967,8944,6895
23097,2322,8521,7030,9061,7006
23389,2353,8198,7113,9172,7104
23670,2401,7869,7188,9300,7182
23989,2447,7504,7287,9430,7272
24544,2509,6887,7453,9637,7454
25123,2578,6239,7630,9860,7633
