infected,immune,susceptible,spread,attack,control
1,0,33939,1,0,0
2,0,33938,1,0,1
2,0,33938,1,0,1
2,0,33938,1,0,1
2,0,33938,1,0,1
3,0,33937,1,1,1
4,0,33936,1,2,1
4,0,33936,1,2,1
4,0,33936,1,2,1
4,0,33936,1,2,1
5,0,33935,2,2,1
7,0,33933,2,4,1
7,0,33933,2,4,1
9,0,33931,2,6,1
10,0,33930,2,7,1
10,0,33930,2,7,1
10,0,33930,2,7,1
10,0,33930,2,7,1
11,0,33929,2,8,1
11,0,33929,2,8,1
12,0,33928,3,8,1
14,0,33926,3,10,1
14,0,33926,3,10,1
15,0,33925,4,10,1
16,0,33924,4,11,1
20,0,33920,6,13,1
23,0,33917,7,15,1
28,0,33912,8,19,1
34,0,33906,11,22,1
43,0,33897,15,27,1
51,0,33889,20,30,1
63,0,33877,26,36,1
78,0,33862,30,47,1
97,0,33843,38,58,1
126,0,33814,39,62,25
150,0,33790,63,62,25
164,0,33776,72,67,25
190,0,33750,81,84,25
217,0,33723,94,98,25
259,0,33681,113,121,25
309,0,33631,139,145,25
394,0,33546,175,194,25
497,0,33443,221,251,25
628,0,33312,270,333,25
810,0,33130,344,441,25
1041,0,32899,433,582,26
1314,0,32626,549,728,37
1607,0,32333,653,855,99
1896,0,32044,810,965,121
2210,0,31730,933,1117,160
2526,0,31414,1073,1273,180
2867,0,31073,1240,1440,187
3285,0,30655,1387,1648,250
3733,0,30207,1583,1866,284
4256,0,29684,1814,2158,284
4895,0,29045,2062,2528,305
5620,0,28320,2343,2972,305
6511,0,27429,2683,3492,336
7559,0,26381,3102,4095,362
8791,115,25034,3575,4821,395
9693,192,24055,3947,5324,422
10653,266,23021,4364,5845,444
11606,367,21967,4742,6403,461
12627,461,20852,5137,7011,479
13519,549,19872,5484,7535,500
14473,633,18834,5855,8106,512
15415,704,17821,6240,8650,525
16285,786,16869,6597,9141,547
17087,859,15994,6893,9623,571
17730,949,15261,7163,9974,593
18340,1030,14570,7393,10333,614
18873,1116,13951,7615,10641,617
19194,1178,13568,7753,10820,621
19482,1236,13222,7863,10990,629
19758,1287,12895,7970,11155,633
19978,1351,12611,8041,11304,633
20176,1400,12364,8121,11424,631
20340,1459,12141,8180,11527,633
20477,1519,11944,8239,11605,633
20614,1568,11758,8292,11684,638
20700,1622,11618,8330,11733,637
20774,1670,11496,8354,11783,637
20836,1720,11384,8388,11811,637
20889,1761,11290,8414,11838,637
20909,1800,11231,8418,11856,635
20937,1837,11166,8432,11870,635
20952,1889,11099,8442,11875,635
20955,1924,11061,8450,11871,634
20961,1944,11035,8452,11877,632
20951,1971,11018,8447,11872,632
20949,2001,10990,8450,11868,631
20949,2025,10966,8449,11869,631
20947,2044,10949,8451,11865,631
20943,2059,10938,8451,11862,630
20933,2078,10929,8443,11861,629
20926,2099,10915,8438,11859,629
21009,2134,10797,8479,11901,629
21094,2178,10668,8503,11964,627
21188,2212,10540,8539,12022,627
21291,2243,10406,8585,12081,625
21431,2294,10215,8649,12157,625
21571,2333,10036,8702,12243,626
21719,2389,9832,8760,12334,625
21886,2443,9611,8825,12437,624
22114,2492,9334,8911,12572,631
22356,2540,9044,9014,12711,631
22618,2596,8726,9124,12863,631
22898,2650,8392,9234,13027,637
23277,2716,7947,9373,13260,644
23649,2789,7502,9515,13486,648
24060,2860,7020,9673,13725,662
24436,2919,6585,9828,13943,665
24774,2988,6178,9951,14153,670
25110,3064,5766,10093,14348,669
25413,3136,5391,10201,14536,676
25723,3205,5012,10311,14734,678
26056,3279,4605,10450,14928,678
26351,3372,4217,10573,15103,675
26609,3453,3878,10680,15257,672
26820,3539,3581,10745,15404,671
27030,3613,3297,10823,15537,670
27230,3696,3014,10893,15668,669
27399,3774,2767,10953,15778,668
27543,3846,2551,10999,15880,664
27682,3950,2308,11052,15965,665
27810,4050,2080,11099,16046,665
27909,4149,1882,11107,16141,661
28027,4230,1683,11128,16239,660
28113,4326,1501,11121,16335,657
28160,4429,1351,11103,16406,651
28204,4526,1210,11053,16502,649
28218,4627,1095,10997,16574,647
28237,4713,990,10902,16689,646
28239,4812,889,10815,16783,641
28214,4910,816,10644,16932,638
28190,5007,743,10493,17065,632
28146,5111,683,10309,17209,628
28118,5187,635,10149,17341,628
28069,5273,598,10022,17423,624
27986,5388,566,9884,17479,623
27928,5490,522,9686,17619,623
27871,5581,488,9470,17780,621
27799,5684,457,9279,17900,620
27733,5777,430,9079,18036,618
27650,5885,405,8818,18217,615
27590,5965,385,8639,18336,615
27531,6045,364,8437,18482,612
27472,6122,346,8253,18608,611
27394,6219,327,7979,18806,609
27324,6317,299,7788,18930,606
27249,6413,278,7503,19141,605
27170,6510,260,7225,19342,603
27099,6597,244,6837,19660,602
27027,6681,232,6641,19787,599
26955,6772,213,6490,19869,596
26871,6865,204,6151,20127,593
26824,6920,196,5903,20329,592
26762,6988,190,5790,20383,589
26695,7062,183,5702,20406,587
26619,7143,178,5610,20424,585
26559,7209,172,5482,20494,583
26510,7265,165,5413,20514,583
26452,7331,157,5311,20559,582
26378,7408,154,5185,20613,580
26330,7465,145,5029,20722,579
26279,7525,136,4881,20821,577
26224,7588,128,4765,20884,575
26162,7655,123,4664,20925,573
26117,7707,116,4538,21006,573
26081,7750,109,4422,21086,573
26053,7784,103,4330,21150,573
26005,7835,100,4255,21177,573
25956,7891,93,4225,21159,572
25907,7943,90,4143,21194,570
25858,7994,88,4111,21178,569
25815,8041,84,4079,21169,567
25772,8085,83,4011,21194,567
25737,8124,79,3976,21194,567
25708,8159,73,3919,21223,566
25678,8192,70,3859,21254,565
25654,8216,70,3815,21274,565
25622,8252,66,3814,21245,563
25587,8288,65,3770,21256,561
25546,8331,63,3758,21227,561
25517,8360,63,3747,21210,560
25496,8381,63,3745,21192,559
25473,8405,62,3745,21170,558
25457,8423,60,3737,21163,557
25442,8439,59,3729,21156,557
25426,8457,57,3721,21148,557
25409,8475,56,3715,21137,557
25388,8496,56,3711,21120,557
25361,8525,54,2406,22399,556
25332,8556,52,2395,22382,555
25305,8585,50,2368,22382,555
25264,8626,50,2351,22358,555
25221,8670,49,2213,22453,555
25188,8706,46,2199,22434,555
25149,8747,44,2170,22426,553
25118,8779,43,2147,22418,553
25076,8821,43,1989,22536,551
25037,8861,42,1987,22499,551
24996,8902,42,1975,22471,550
24961,8938,41,1974,22438,549
24903,8999,38,1622,22732,549
24848,9056,36,1580,22721,547
24798,9109,33,1536,22717,545
24730,9177,33,1495,22690,545
24677,9230,33,1475,22657,545
24612,9296,32,1472,22599,541
24562,9348,30,1450,22572,540
24499,9411,30,1425,22537,537
24437,9473,30,1307,22595,535
24380,9532,28,1306,22542,532
24316,9597,27,1265,22521,530
24266,9648,26,1247,22489,530
24194,9720,26,1175,22489,530
24115,9800,25,1174,22412,529
24055,9861,24,1157,22371,527
23995,9921,24,1130,22339,526
23913,10003,24,999,22389,525
23848,10068,24,999,22326,523
23764,10152,24,997,22246,521
23699,10217,24,996,22182,521
23630,10286,24,943,22167,520
23570,10347,23,944,22106,520
23503,10414,23,917,22067,519
23431,10486,23,915,22000,516
23355,10563,22,915,21925,515
23271,10647,22,901,21856,514
23179,10739,22,899,21767,513
23107,10811,22,898,21699,510
23042,10876,22,896,21636,510
22961,10957,22,894,21559,508
22899,11019,22,891,21501,507
22818,11100,22,889,21422,507
22740,11178,22,847,21387,506
22660,11258,22,845,21312,503
22577,11341,22,842,21236,499
22512,11406,22,842,21172,498
22429,11489,22,811,21123,495
22330,11588,22,810,21027,493
22257,11661,22,807,20958,492
22181,11737,22,806,20886,489
22113,11806,21,768,20857,488
22025,11894,21,743,20795,487
21956,11963,21,741,20733,482
21877,12044,19,742,20654,481
21789,12132,19,649,20659,481
21723,12198,19,647,20598,478
21639,12282,19,645,20518,476
21564,12357,19,643,20447,474
21500,12421,19,606,20421,473
21440,12481,19,604,20364,472
21384,12537,19,602,20311,471
21332,12591,17,598,20263,471
21284,12639,17,557,20257,470
21230,12694,16,554,20209,467
21176,12748,16,529,20181,466
21115,12810,15,529,20121,465
21068,12857,15,476,20129,463
21026,12900,14,477,20086,463
20983,12946,11,467,20053,463
20920,13009,11,420,20037,463
20886,13045,9,409,20014,463
20855,13077,8,381,20011,463
20821,13112,7,363,19995,463
20787,13147,6,358,19967,462
20747,13187,6,350,19936,461
20704,13230,6,350,19894,460
20668,13266,6,350,19859,459
20629,13306,5,350,19820,459
20593,13343,4,339,19797,457
20560,13376,4,329,19775,456
20523,13413,4,329,19738,456
20491,13445,4,329,19707,455
20454,13482,4,329,19672,453
20421,13515,4,329,19640,452
20397,13539,4,329,19617,451
20363,13574,3,329,19583,451
20346,13591,3,322,19573,451
20330,13607,3,320,19559,451
20309,13628,3,320,19538,451
20286,13651,3,320,19515,451
20265,13672,3,320,19495,450
20246,13691,3,320,19476,450
20225,13712,3,320,19455,450
20209,13728,3,320,19440,449
20190,13747,3,177,19564,449
20172,13765,3,177,19546,449
20138,13799,3,177,19512,449
20112,13825,3,177,19486,449
20082,13855,3,163,19470,449
20045,13892,3,162,19435,448
20022,13915,3,162,19413,447
19993,13944,3,162,19384,447
19962,13975,3,140,19375,447
19926,14011,3,139,19340,447
19894,14043,3,138,19309,447
19859,14078,3,138,19275,446
19821,14116,3,117,19259,445
19783,14154,3,117,19222,444
19737,14200,3,116,19178,443
19702,14235,3,116,19144,442
19660,14277,3,115,19106,439
19613,14324,3,115,19063,435
19569,14368,3,114,19020,435
19524,14413,3,114,18976,434
19483,14454,3,108,18944,431
19437,14500,3,108,18898,431
19392,14545,3,108,18856,428
19360,14577,3,108,18824,428
19314,14623,3,107,18781,426
19265,14672,3,105,18734,426
19212,14725,3,105,18681,426
19157,14780,3,105,18627,425
19094,14843,3,99,18572,423
19040,14897,3,99,18520,421
18985,14952,3,98,18468,419
18935,15002,3,98,18418,419
18868,15069,3,98,18356,414
18811,15126,3,98,18301,412
18749,15188,3,97,18241,411
18686,15251,3,97,18180,409
18632,15305,3,97,18127,408
18575,15362,3,97,18070,408
18518,15419,3,97,18015,406
18468,15469,3,97,17967,404
18415,15522,3,97,17914,404
18366,15571,3,97,17867,402
18302,15635,3,96,17806,400
18234,15703,3,96,17739,399
18181,15756,3,96,17687,398
18112,15825,3,95,17619,398
18046,15891,3,95,17555,396
17983,15954,3,95,17492,396
17923,16014,3,95,17433,395
17856,16081,3,95,17368,393
17810,16127,3,95,17323,392
17741,16196,3,95,17255,391
17685,16252,3,95,17199,391
17619,16318,3,95,17136,388
17557,16380,3,95,17076,386
17495,16442,3,94,17015,386
17436,16501,3,94,16957,385
17374,16563,3,94,16897,383
17314,16623,3,93,16839,382
17257,16680,3,93,16782,382
17208,16729,3,92,16735,381
17170,16767,3,92,16698,380
17114,16823,3,92,16646,376
17071,16866,3,92,16605,374
17027,16910,3,91,16563,373
16985,16952,3,91,16526,368
16941,16996,3,91,16485,365
16885,17052,3,90,16431,364
16844,17094,2,90,16393,361
16813,17125,2,58,16394,361
16771,17167,2,58,16354,359
16733,17206,1,58,16316,359
16698,17241,1,51,16288,359
16664,17275,1,51,16255,358
16628,17312,0,51,16219,358
16601,17339,0,43,16201,357
16575,17365,0,43,16175,357
16540,17400,0,43,16141,356
16506,17434,0,43,16108,355
16460,17480,0,43,16062,355
16438,17502,0,43,16041,354
16413,17527,0,43,16017,353
16374,17566,0,43,15978,353
16342,17598,0,43,15946,353
16318,17622,0,43,15922,353
16293,17647,0,43,15898,352
16266,17674,0,43,15871,352
16240,17700,0,43,15845,352
16220,17720,0,43,15826,351
16204,17736,0,43,15810,351
16191,17749,0,43,15797,351
16179,17761,0,43,15787,349
16168,17772,0,43,15777,348
16156,17784,0,43,15765,348
16146,17794,0,43,15755,348
16135,17805,0,43,15745,347
16118,17822,0,13,15758,347
16098,17842,0,13,15738,347
16077,17863,0,13,15717,347
16057,17883,0,13,15698,346
16035,17905,0,9,15680,346
16006,17934,0,9,15652,345
15988,17952,0,9,15635,344
15972,17968,0,9,15619,344
15948,17992,0,6,15598,344
15936,18004,0,6,15586,344
15912,18028,0,6,15563,343
15884,18056,0,6,15537,341
15854,18086,0,0,15518,336
15824,18116,0,0,15488,336
15783,18157,0,0,15447,336
15755,18185,0,0,15419,336
15728,18212,0,0,15393,335
15691,18249,0,0,15356,335
15661,18279,0,0,15327,334
15636,18304,0,0,15304,332
15614,18326,0,0,15282,332
15571,18369,0,0,15239,332
15527,18413,0,0,15195,332
15490,18450,0,0,15158,332
15456,18484,0,0,15124,332
15423,18517,0,0,15091,332
15394,18546,0,0,15062,332
15363,18577,0,0,15032,331
15331,18609,0,0,15000,331
15291,18649,0,0,14962,329
15251,18689,0,0,14922,329
15203,18737,0,0,14877,326
15162,18778,0,0,14837,325
15107,18833,0,0,14785,322
15050,18890,0,0,14729,321
15009,18931,0,0,14689,320
14970,18970,0,0,14650,320
14920,19020,0,0,14603,317
14873,19067,0,0,14556,317
14827,19113,0,0,14512,315
14775,19165,0,0,14460,315
14735,19205,0,0,14421,314
14678,19262,0,0,14365,313
14637,19303,0,0,14324,313
14595,19345,0,0,14282,313
14552,19388,0,0,14240,312
14507,19433,0,0,14196,311
14452,19488,0,0,14142,310
14401,19539,0,0,14094,307
14364,19576,0,0,14057,307
14314,19626,0,0,14008,306
14265,19675,0,0,13961,304
14222,19718,0,0,13918,304
14171,19769,0,0,13870,301
14135,19805,0,0,13834,301
14086,19854,0,0,13786,300
14036,19904,0,0,13736,300
13992,19948,0,0,13692,300
13940,20000,0,0,13640,300
13892,20048,0,0,13595,297
13859,20081,0,0,13563,296
13827,20113,0,0,13532,295
13789,20151,0,0,13495,294
13750,20190,0,0,13458,292
13718,20222,0,0,13428,290
13683,20257,0,0,13393,290
13649,20291,0,0,13360,289
13617,20323,0,0,13328,289
13590,20350,0,0,13301,289
13554,20386,0,0,13265,289
13523,20417,0,0,13235,288
13486,20454,0,0,13199,287
13454,20486,0,0,13167,287
13421,20519,0,0,13134,287
13398,20542,0,0,13111,287
13364,20576,0,0,13078,286
