infected,immune,susceptible,spread,attack,control
1,0,33940,1,0,0
1,0,33940,1,0,0
1,0,33940,1,0,0
2,0,33939,1,1,0
3,0,33938,1,2,0
4,0,33937,2,2,0
6,0,33935,2,4,0
7,0,33934,3,4,0
8,0,33933,3,5,0
8,0,33933,3,5,0
10,0,33931,4,6,0
11,0,33930,4,7,0
14,0,33927,6,8,0
18,0,33923,7,11,0
21,0,33920,8,13,0
27,0,33914,10,17,0
35,0,33906,12,23,0
44,0,33897,17,27,0
56,0,33885,21,35,0
72,0,33869,29,43,0
89,0,33852,37,52,0
120,0,33821,45,55,0
140,0,33801,65,55,20
153,0,33788,69,64,20
169,0,33772,77,72,20
193,0,33748,86,87,20
228,0,33713,103,105,20
272,0,33669,120,132,20
325,0,33616,135,170,20
391,0,33550,159,212,20
483,0,33458,203,260,20
598,0,33343,246,332,20
747,0,33194,308,419,20
935,0,33006,387,528,20
1186,0,32755,468,660,20
1464,0,32477,569,755,57
1719,0,32222,699,853,138
1943,0,31998,811,952,167
2210,0,31731,920,1083,180
2494,0,31447,1044,1243,206
2845,0,31096,1182,1419,207
3246,0,30695,1359,1631,244
3691,0,30250,1524,1869,256
4193,0,29748,1742,2140,296
4787,0,29154,1984,2492,311
5483,0,28458,2276,2895,311
6249,0,27692,2565,3372,312
7128,0,26813,2924,3892,312
8107,0,25834,3299,4496,312
9175,0,24766,3695,5121,312
10292,0,23649,4158,5745,353
11399,0,22542,4614,6355,387
12599,0,21342,5071,7002,430
13804,0,20137,5588,7650,523
14993,0,18948,6042,8292,565
16176,0,17765,6545,8907,656
17234,0,16707,6987,9454,713
18309,0,15632,7461,10030,783
19442,0,14499,7904,10687,809
20546,0,13395,8362,11296,840
21195,0,12746,8612,11663,870
21821,0,12120,8888,12000,903
22423,0,11518,9144,12331,917
23008,0,10933,9367,12679,932
23523,0,10418,9571,12984,944
24038,0,9903,9772,13292,950
24450,0,9491,9938,13534,956
24805,0,9136,10077,13745,959
25327,0,8614,10285,14045,965
25837,0,8104,10497,14328,978
26241,0,7700,10658,14559,993
26637,0,7304,10817,14788,1005
26883,0,7058,10928,14915,1013
27114,0,6827,11021,15045,1020
27264,61,6616,11083,15133,1027
27376,128,6437,11130,15198,1028
27476,178,6287,11168,15258,1028
27533,243,6165,11193,15290,1029
27590,306,6045,11218,15321,1031
27632,371,5938,11238,15346,1028
27660,419,5862,11244,15370,1027
27668,478,5795,11251,15372,1025
27675,528,5738,11262,15369,1025
27682,572,5687,11275,15363,1025
27687,605,5649,11274,15369,1025
27697,632,5612,11279,15374,1024
27681,672,5588,11274,15364,1024
27673,709,5559,11262,15369,1023
27668,730,5543,11263,15363,1023
27662,761,5518,11262,15358,1022
27647,791,5503,11260,15345,1023
27646,807,5488,11262,15342,1023
27636,826,5479,11260,15335,1022
27628,845,5468,11253,15334,1022
27617,869,5455,11252,15324,1022
27609,890,5442,11249,15320,1021
27696,936,5309,11277,15380,1036
27781,965,5195,11309,15432,1036
27859,1002,5080,11343,15478,1035
27955,1027,4959,11386,15531,1035
28072,1060,4809,11437,15599,1035
28176,1090,4675,11479,15659,1035
28300,1136,4505,11528,15734,1037
28408,1181,4352,11558,15814,1035
28557,1238,4146,11608,15912,1035
28718,1291,3932,11671,16012,1033
28827,1351,3763,11713,16081,1031
28958,1393,3590,11764,16162,1031
29166,1458,3317,11818,16312,1032
29342,1518,3081,11894,16414,1034
29494,1573,2874,11953,16508,1032
29620,1640,2681,11995,16595,1030
29764,1700,2477,12029,16704,1028
29863,1793,2285,12047,16785,1029
29948,1877,2116,12075,16846,1027
30009,1962,1970,12078,16903,1025
30093,2037,1811,12092,16974,1025
30141,2110,1690,12090,17025,1026
30193,2184,1564,12086,17084,1023
30241,2251,1449,12061,17157,1023
30282,2342,1317,11956,17303,1022
30295,2441,1205,11834,17439,1022
30299,2540,1102,11727,17557,1015
30307,2630,1004,11561,17735,1009
30295,2743,903,11316,17974,1005
30267,2844,830,11074,18189,1004
30238,2940,763,10892,18343,1003
30197,3041,703,10643,18557,997
30159,3132,650,10443,18721,995
30103,3225,613,10211,18898,994
30039,3326,576,10027,19021,989
29994,3410,537,9799,19205,989
29928,3512,501,9588,19351,988
29849,3616,476,9315,19551,982
29786,3706,449,9132,19673,980
29708,3812,421,8929,19803,975
29629,3911,401,8754,19901,973
